Site_number,Approx,Chronicle,H Error,Rate,Execution Time,Number of Lines,Satured Zone Area,Vulnerability Sum,Vulnerability Rate,Global Area of site (in cells),Saturation Rate
11,0,1,0.233078853145214,3652,174,6,469,354.267794221101,0.035006699033706,10120,0.046343873517787
11,1,0,0,0,14523,15341,395,278.66560033569,0.027536126515384,10120,0.03903162055336
11,1,0,0.003167829366548,0.0002,7590,6597,395,278.66560033569,0.027536126515384,10120,0.03903162055336
11,1,0,0.045487234803926,0.05,2545,239,395,278.66560033569,0.027536126515384,10120,0.03903162055336
11,1,0,0.05714167821745,0.1,1957,122,395,278.66560033569,0.027536126515384,10120,0.03903162055336
11,1,0,0.075622556643864,0.2,1878,62,395,278.66560033569,0.027536126515384,10120,0.03903162055336
11,1,0,0.082719476357038,0.25,1297,50,395,278.66560033569,0.027536126515384,10120,0.03903162055336
11,1,0,0.093977004467335,0.4,1432,32,395,278.66560033569,0.027536126515384,10120,0.03903162055336
11,1,0,0.106003199972372,0.5,1212,26,395,278.66560033569,0.027536126515384,10120,0.03903162055336
11,1,0,0.116645016956353,0.8,1028,17,395,278.66560033569,0.027536126515384,10120,0.03903162055336
11,1,0,0.128553031773952,1,942,14,395,278.66560033569,0.027536126515384,10120,0.03903162055336
11,1,0,0.137585082112893,2,882,8,395,278.66560033569,0.027536126515384,10120,0.03903162055336
11,1,1,0,0,12226,15341,469,354.267794221101,0.035006699033706,10120,0.046343873517787
11,1,1,0.005239610862012,0.0002,7218,6597,469,354.267794221101,0.035006699033706,10120,0.046343873517787
11,1,1,0.066825751554025,0.05,2898,239,469,354.267794221101,0.035006699033706,10120,0.046343873517787
11,1,1,0.078158703805548,0.1,2690,122,469,354.267794221101,0.035006699033706,10120,0.046343873517787
11,1,1,0.094721968114315,0.2,2332,62,469,354.267794221101,0.035006699033706,10120,0.046343873517787
11,1,1,0.107572553566638,0.25,2186,50,469,354.267794221101,0.035006699033706,10120,0.046343873517787
11,1,1,0.13567302851055,0.4,1252,32,469,354.267794221101,0.035006699033706,10120,0.046343873517787
11,1,1,0.15207736158656,0.5,864,26,469,354.267794221101,0.035006699033706,10120,0.046343873517787
11,1,1,0.174401574171316,0.8,723,17,469,354.267794221101,0.035006699033706,10120,0.046343873517787
11,1,1,0.172506024971702,1,598,14,469,354.267794221101,0.035006699033706,10120,0.046343873517787
11,1,1,0.222974276600445,2,272,8,469,354.267794221101,0.035006699033706,10120,0.046343873517787
12,0,0,0,1,109943,15341,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,0,0,0.002405334323821,2,67395,7671,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,0,0,0.02789947472399,30,35165,513,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,0,0,0.064599609060823,90,30500,172,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,0,0,0.111313482737086,182,22761,86,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,0,0,0.127247971097862,365,15894,44,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,0,0,0.151688301147897,730,8823,23,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,0,0,0.178769779447337,3652,5701,6,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,0,1,0,1,88258,15341,2266,1744.02734887224,0.03635662599275,47970,0.047237856993955
12,0,1,0.014314641960621,7,31354,2193,2266,1744.02734887224,0.03635662599275,47970,0.047237856993955
12,0,1,0.042033505796636,30,35420,513,2266,1744.02734887224,0.03635662599275,47970,0.047237856993955
12,0,1,0.19912408290358,182,19888,86,2266,1744.02734887224,0.03635662599275,47970,0.047237856993955
12,0,1,0.209740217850946,365,14397,44,2266,1744.02734887224,0.03635662599275,47970,0.047237856993955
12,0,1,0.237356782947149,730,6521,23,2266,1744.02734887224,0.03635662599275,47970,0.047237856993955
12,0,1,0.252669265634254,3652,4365,6,2266,1744.02734887224,0.03635662599275,47970,0.047237856993955
12,1,0,0,0,109943,15341,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,1,0,0.005155535987556,0.0002,46540,6597,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,1,0,0.067342928709591,0.05,12744,239,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,1,0,0.085251182516746,0.1,10645,122,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,1,0,0.105706093777991,0.2,16464,62,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,1,0,0.11337398265012,0.25,14705,50,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,1,0,0.129403884295217,0.4,12909,32,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,1,0,0.145653716613635,0.5,11897,26,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,1,0,0.151916058968371,0.8,8324,17,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,1,0,0.167100431803274,1,7092,14,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,1,0,0.165978874234537,2,6501,8,1863,1405.26302833934,0.029294622229296,47970,0.038836772983115
12,1,1,0,0,88258,15341,2266,1744.02734887224,0.03635662599275,47970,0.047237856993955
12,1,1,0.007435226640699,0.0002,42340,6597,2266,1744.02734887224,0.03635662599275,47970,0.047237856993955
12,1,1,0.079970916290637,0.05,15926,239,2266,1744.02734887224,0.03635662599275,47970,0.047237856993955
12,1,1,0.096055406360104,0.1,13737,122,2266,1744.02734887224,0.03635662599275,47970,0.047237856993955
12,1,1,0.122832993552112,0.2,17297,62,2266,1744.02734887224,0.03635662599275,47970,0.047237856993955
12,1,1,0.141271150752905,0.25,15166,50,2266,1744.02734887224,0.03635662599275,47970,0.047237856993955
12,1,1,0.176253128536705,0.4,12239,32,2266,1744.02734887224,0.03635662599275,47970,0.047237856993955
12,1,1,0.196649742074163,0.5,10029,26,2266,1744.02734887224,0.03635662599275,47970,0.047237856993955
12,1,1,0.213862750295032,0.8,8737,17,2266,1744.02734887224,0.03635662599275,47970,0.047237856993955
12,1,1,0.214630643748816,1,5426,14,2266,1744.02734887224,0.03635662599275,47970,0.047237856993955
12,1,1,0.251285890634867,2,3972,8,2266,1744.02734887224,0.03635662599275,47970,0.047237856993955
13,0,0,0,1,4459,15341,286,258.863977014835,0.052232440882735,4956,0.05770782889427
13,0,1,0,1,3174,15341,312,282.840601338235,0.057070339253074,4956,0.062953995157385
13,1,0,0,0,4459,15341,286,258.863977014835,0.052232440882735,4956,0.05770782889427
13,1,1,0,0,3174,15341,312,282.840601338235,0.057070339253074,4956,0.062953995157385
14,0,0,0,1,24902,15341,850,761.250705415298,0.0200218485946,38021,0.022356066384367
14,0,1,0,1,1551,15341,1037,933.606104459499,0.024555011821349,38021,0.027274400988927
14,1,0,0,0,24902,15341,850,761.250705415298,0.0200218485946,38021,0.022356066384367
14,1,1,0,0,1551,15341,1037,933.606104459499,0.024555011821349,38021,0.027274400988927
15,0,0,0,1,31537,15341,4278,4237.14131448064,0.278869377022551,15194,0.281558509938133
15,0,1,0,1,24398,15341,4392,4310.90982305551,0.283724484866099,15194,0.28906147163354
15,1,0,0,0,31537,15341,4278,4237.14131448064,0.278869377022551,15194,0.281558509938133
15,1,1,0,0,24398,15341,4392,4310.90982305551,0.283724484866099,15194,0.28906147163354
16,0,0,0,1,57457,15341,4942,4864.27421739946,0.179202557375459,27144,0.182066018272915
16,0,1,0,1,48660,15341,5088,4994.31262365675,0.183993244313909,27144,0.187444739168877
16,1,0,0,0,57457,15341,4942,4864.27421739946,0.179202557375459,27144,0.182066018272915
16,1,1,0,0,48660,15341,5088,4994.31262365675,0.183993244313909,27144,0.187444739168877
17,0,0,0,1,34032,15341,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,0,0,0.001126394928207,2,21607,7671,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,0,0,0.005509069536401,7,9331,2193,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,0,0,0.016522294198672,30,5058,513,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,0,0,0.043081744761996,90,3759,172,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,0,0,0.081611056845795,182,2026,86,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,0,0,0.099698268278321,365,1149,44,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,0,0,0.127081047350354,730,647,23,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,0,0,0.167192493941456,3652,241,6,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,0,1,0,1,27364,15341,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,0,1,0.002043091797731,2,18290,7671,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,0,1,0.010057399452858,7,9599,2193,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,0,1,0.032142818022875,30,5624,513,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,0,1,0.093319408557772,90,4148,172,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,0,1,0.178748272910734,182,2119,86,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,0,1,0.192931904989072,365,1072,44,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,0,1,0.216365041960498,730,505,23,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,0,1,0.234166054963499,3652,181,6,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,1,0,0,0,34032,15341,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,1,0,0.0025281466272,0.0002,14895,6597,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,1,0,0.04128739831342,0.05,2982,239,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,1,0,0.053794461292,0.1,2328,122,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,1,0,0.076045190975202,0.2,1644,62,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,1,0,0.087977698169111,0.25,1172,50,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,1,0,0.101754096801947,0.4,848,32,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,1,0,0.119021132957517,0.5,752,26,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,1,0,0.127684371490548,0.8,453,17,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,1,0,0.143790357388466,1,452,14,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,1,0,0.148291447988834,2,301,8,1265,1201.27523106865,0.070106520634296,17135,0.073825503355705
17,1,1,0,0,27364,15341,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,1,1,0.004956126464137,0.0002,13149,6597,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,1,1,0.064451055825265,0.05,3840,239,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,1,1,0.079899933069238,0.1,3316,122,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,1,1,0.104880009217726,0.2,2317,62,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,1,1,0.125117291820176,0.25,2033,50,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,1,1,0.166703488424953,0.4,1331,32,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,1,1,0.186347646227851,0.5,882,26,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,1,1,0.192853776073868,0.8,749,17,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,1,1,0.199096228364859,1,513,14,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
17,1,1,0.225585948557238,2,279,8,1369,1264.86592614569,0.073817678794613,17135,0.079894951852933
18,0,0,0,1,3864,15341,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,0,0,0.002900446620906,2,2342,7671,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,0,0,0.012909626584952,7,1114,2193,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,0,0,0.036094051265127,30,599,513,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,0,0,0.088116620379639,90,424,172,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,0,0,0.166661468330068,182,214,86,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,0,0,0.198494987092932,365,113,44,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,0,0,0.247766625780548,730,53,23,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,0,0,0.19403504579674,3652,14,6,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,0,1,0,1,3499,15341,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,0,1,0.003541519455827,2,2003,7671,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,0,1,0.016308563581956,7,1039,2193,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,0,1,0.044466914566185,30,586,513,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,0,1,0.116885419985992,90,402,172,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,0,1,0.288941494190205,182,183,86,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,0,1,0.324197196613445,365,93,44,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,0,1,0.3578464000554,730,35,23,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,0,1,0.392703073183361,3652,8,6,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,1,0,0,0,3864,15341,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,1,0,0.007625342481567,0.0002,1378,6597,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,1,0,0.084099854822878,0.05,339,239,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,1,0,0.106866442436045,0.1,244,122,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,1,0,0.142561666489032,0.2,148,62,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,1,0,0.159380419006056,0.25,107,50,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,1,0,0.232443668452758,0.4,72,32,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,1,0,0.244629669025034,0.5,52,26,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,1,0,0.246113054378087,0.8,37,17,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,1,0,0.235296444326637,1,30,14,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,1,0,0.19716813094387,2,17,8,183,134.251156745292,0.035686112904118,3762,0.048644338118022
18,1,1,0,0,3499,15341,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,1,1,0.008982611279207,0.0002,1554,6597,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,1,1,0.097391835537588,0.05,394,239,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,1,1,0.136692962188908,0.1,323,122,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,1,1,0.237403171169285,0.2,225,62,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,1,1,0.284887699790964,0.25,190,50,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,1,1,0.318151041894149,0.4,98,32,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,1,1,0.344937901678324,0.5,75,26,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,1,1,0.365167762575864,0.8,50,17,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,1,1,0.379251268183361,1,35,14,224,185.327496532845,0.049263024065084,3762,0.059542796384902
18,1,1,0.390687149243873,2,17,8,224,185.327496532845,0.049263024065084,3762,0.059542796384902
19,0,0,0,1,15563,15341,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,0,0,0.002584259328052,2,10288,7671,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,0,0,0.012324911931521,7,5371,2193,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,0,0,0.040549919030718,30,2982,513,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,0,0,0.099751539928423,90,2372,172,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,0,0,0.151668642346059,182,1416,86,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,0,0,0.178653855021091,365,755,44,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,0,0,0.205029311276915,730,371,23,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,0,0,0.228459997275543,3652,51,6,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,0,1,0,1,14348,15341,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,0,1,0.004528709976168,2,10224,7671,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,0,1,0.021933811763226,7,6395,2193,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,0,1,0.074038926609848,30,3274,513,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,0,1,0.192116848874746,90,2616,172,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,0,1,0.297853866186257,182,1446,86,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,0,1,0.302253672997417,365,698,44,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,0,1,0.311015175489326,730,350,23,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,0,1,0.309258493049272,3652,52,6,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,1,0,0,0,15563,15341,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,1,0,0.004206067904424,0.0002,7023,6597,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,1,0,0.064576076011569,0.05,2120,239,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,1,0,0.089537640627156,0.1,1559,122,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,1,0,0.129218647215829,0.2,924,62,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,1,0,0.13728210456467,0.25,742,50,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,1,0,0.17424150111184,0.4,538,32,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,1,0,0.193571904847767,0.5,421,26,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,1,0,0.20394575242851,0.8,289,17,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,1,0,0.219615991116131,1,258,14,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,1,0,0.21781999940411,2,142,8,786,627.243813022942,0.0412823359894,15194,0.051730946426221
19,1,1,0,0,14348,15341,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,1,1,0.006217849447528,0.0002,7790,6597,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,1,1,0.081593920306087,0.05,3261,239,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,1,1,0.105217741010072,0.1,2457,122,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,1,1,0.152726286456856,0.2,1711,62,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,1,1,0.203688273912839,0.25,1290,50,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,1,1,0.26198130123817,0.4,885,32,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,1,1,0.283159793439957,0.5,577,26,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,1,1,0.293028505121217,0.8,521,17,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,1,1,0.298135361979368,1,282,14,992,761.983247714541,0.050150272983713,15194,0.065288929840727
19,1,1,0.310984252100613,2,129,8,992,761.983247714541,0.050150272983713,15194,0.065288929840727
20,0,0,0,1,120165,15341,19764,19598.4654790714,0.405287041774126,48357,0.408710217755444
20,0,1,0,1,86395,15341,20011,19801.9147267505,0.409494276459468,48357,0.41381806150092
20,1,0,0,0,120165,15341,19764,19598.4654790714,0.405287041774126,48357,0.408710217755444
20,1,1,0,0,86395,15341,20011,19801.9147267505,0.409494276459468,48357,0.41381806150092
21,0,0,0,1,36730,15341,191,138.510433840244,0.008679686291531,15958,0.011968918410829
21,0,1,0,1,28464,15341,268,205.98245214271,0.012907786197688,15958,0.016794084471738
21,1,0,0,0,36730,15341,191,138.510433840244,0.008679686291531,15958,0.011968918410829
21,1,1,0,0,28464,15341,268,205.98245214271,0.012907786197688,15958,0.016794084471738
22,0,0,0,1,41178,15341,345,284.062817380691,0.012085722318784,23504,0.014678352620831
22,0,1,0,1,33017,15341,474,372.364985690948,0.015842621923543,23504,0.020166780122532
22,1,0,0,0,41178,15341,345,284.062817380691,0.012085722318784,23504,0.014678352620831
22,1,1,0,0,33017,15341,474,372.364985690948,0.015842621923543,23504,0.020166780122532
23,0,0,0,1,33838,15341,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,0,0,0.002328344638394,2,25000,7671,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,0,0,0.013844068833975,7,9972,2193,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,0,0,0.037233636833639,30,4569,513,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,0,0,0.107956206280467,90,2779,172,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,0,0,0.218743913987979,182,1314,86,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,0,0,0.263143687094336,365,674,44,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,0,0,0.299368475118776,730,257,23,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,0,0,0.297262841781756,3652,77,6,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,0,1,0,1,26494,15341,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,0,1,0.003435781446418,2,20708,7671,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,0,1,0.020248023068076,7,7760,2193,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,0,1,0.06208804426451,30,4086,513,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,0,1,0.192643475349516,90,3050,172,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,0,1,0.389708490428092,182,1140,86,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,0,1,0.417065424051746,365,582,44,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,0,1,0.450887352358853,730,339,23,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,0,1,0.439558615937353,3652,159,6,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,1,0,0,0,33838,15341,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,1,0,0.006277503386172,0.0002,18499,6597,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,1,0,0.136132274603498,0.05,1590,239,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,1,0,0.171377460315332,0.1,1465,122,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,1,0,0.22302594005403,0.2,935,62,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,1,0,0.24660109478038,0.25,657,50,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,1,0,0.273657408117685,0.4,427,32,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,1,0,0.294887231718428,0.5,326,26,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,1,0,0.304981401167721,0.8,229,17,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,1,0,0.311231531203986,1,163,14,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,1,0,0.304938853353537,2,108,8,521,516.773092929118,0.043499418596727,11880,0.043855218855219
23,1,1,0,0,26494,15341,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,1,1,0.011156811796545,0.0002,11070,6597,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,1,1,0.157389471817972,0.05,2010,239,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,1,1,0.199387667221803,0.1,2242,122,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,1,1,0.279514424330468,0.2,1576,62,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,1,1,0.315703547848396,0.25,1375,50,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,1,1,0.381391494638147,0.4,923,32,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,1,1,0.412986989475015,0.5,539,26,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,1,1,0.437346173119831,0.8,458,17,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,1,1,0.424786830943142,1,340,14,556,543.659033813863,0.045762544933827,11880,0.046801346801347
23,1,1,0.457863488532011,2,220,8,556,543.659033813863,0.045762544933827,11880,0.046801346801347
24,0,0,0,1,25163,15341,1356,1350.7908900546,0.196678929827403,6868,0.197437390797903
24,0,1,0,1,18632,15341,1364,1362.36084156768,0.198363547112358,6868,0.198602213162493
24,1,0,0,0,25163,15341,1356,1350.7908900546,0.196678929827403,6868,0.197437390797903
24,1,1,0,0,18632,15341,1364,1362.36084156768,0.198363547112358,6868,0.198602213162493
25,0,0,0,1,120781,15341,6423,6330.34286055972,0.139348922703172,45428,0.14138857092542
25,0,1,0,1,102692,15341,6586,6461.07587469616,0.142226729653433,45428,0.144976666373162
25,1,0,0,0,120781,15341,6423,6330.34286055972,0.139348922703172,45428,0.14138857092542
25,1,1,0,0,102692,15341,6586,6461.07587469616,0.142226729653433,45428,0.144976666373162
26,0,0,0,1,72980,15341,9581,9523.23602572111,0.281361303091001,33847,0.283067923301917
26,0,1,0,1,58936,15341,9695,9609.52239005727,0.283910609213734,33847,0.286436020917659
26,1,0,0,0,72980,15341,9581,9523.23602572111,0.281361303091001,33847,0.283067923301917
26,1,1,0,0,58936,15341,9695,9609.52239005727,0.283910609213734,33847,0.286436020917659
27,0,0,0,1,98522,15341,3557,3333.47245322919,0.066112779461518,50421,0.070546002657623
27,0,1,0,1,83502,15341,3986,3632.8118406727,0.072049579355283,50421,0.079054362269689
27,1,0,0,0,98522,15341,3557,3333.47245322919,0.066112779461518,50421,0.070546002657623
27,1,1,0,0,83502,15341,3986,3632.8118406727,0.072049579355283,50421,0.079054362269689
28,0,0,0,1,13346,15341,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,0,0,0.001312939760474,2,8149,7671,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,0,0,0.005696315461486,7,3840,2193,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,0,0,0.015360570576443,30,1736,513,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,0,0,0.035000957694011,90,1225,172,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,0,0,0.069058477931577,182,565,86,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,0,0,0.080914248797484,365,357,44,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,0,0,0.117897718839573,730,97,23,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,0,0,0.143446960938334,3652,26,6,509,472.151122956271,0.048796106134381,9676,0.052604381976023
28,0,1,0,1,10467,15341,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,0,1,0.002044291549156,2,6679,7671,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,0,1,0.009668322973319,7,3648,2193,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,0,1,0.027850915154654,30,2009,513,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,0,1,0.083304582497922,90,1325,172,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,0,1,0.15602855879478,182,628,86,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,0,1,0.168871138723946,365,342,44,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,0,1,0.212289428901844,730,105,23,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,0,1,0.241663934319009,3652,29,6,559,509.744386414785,0.052681313188796,9676,0.057771806531625
28,1,0,0,0,13346,15341,509,472.151122956271,0.048796106134381,9676,0.052604381976023
