Site;Rate;H Error;SubCatch
13;2250; 0.09088046926313831;1
13;2250; 0.13366374959788543;3
13;3000; 0.09583538805278378;1
13;3000; 0.137568413142605;3
13;3182; 0.09657032132032026;1
13;3182; 0.13860682240316174;3
13;3652; 0.09526415117584873;1
13;3652; 0.1376238017189955;3
18;1;0.0;4.0
18;2;0.0016343316961933;4.0
18;7;0.005121275722781;4.0
18;15;0.0083868069408391;4.0
18;21;0.0103401025068759;4.0
18;30;0.013022431319224;4.0
18;45;0.0176016239315654;4.0
18;50;0.0184301129076335;4.0
18;60;0.0207932237891045;4.0
18;75;0.0236715852474286;4.0
18;90;0.0274766933281444;4.0
18;100;0.0298563797653111;4.0
18;125;0.0342707370975021;4.0
18;150;0.0371139385256656;4.0
18;182;0.0455999859724022;4.0
18;200;0.0415799956325019;4.0
18;250;0.0465683986285258;4.0
18;300;0.0475726521968069;4.0
18;330;0.0475380767596782;4.0
18;365;0.0481160170316837;4.0
18;550;0.0489711306387264;4.0
18;640;0.0492713675456951;4.0
18;730;0.0497953805544372;4.0
18;1000;0.0496331938629077;4.0
18;1500;0.0507208499426089;4.0
18;2000;0.0510039715036726;4.0
18;2250;0.0509764643146258;4.0
18;3000;0.0517286126819821;4.0
18;3182;0.0517182968701426;4.0
18;3652;0.0515095706017609;4.0
19;1;0.0;1.0
19;1;0.0;2.0
19;2;0.0073289447235448;1.0
19;2;0.0071558985505027;2.0
19;7;0.0317318278262551;1.0
19;7;0.0309267692467264;2.0
19;15;0.0511599176777818;1.0
19;15;0.0508305340643887;2.0
19;21;0.0639127317564812;1.0
19;21;0.0648741903677196;2.0
19;30;0.085848031856365;1.0
19;30;0.087639745106709;2.0
19;45;0.1183023226848574;1.0
19;45;0.1209781296225799;2.0
19;50;0.1293777403586426;1.0
19;50;0.1339525922447553;2.0
19;60;0.14996070871122;1.0
19;60;0.1550438354248147;2.0
19;75;0.1677909889328119;1.0
19;75;0.1733049859046586;2.0
19;90;0.1988494275781533;1.0
19;90;0.205911826402876;2.0
19;100;0.2116587594839673;1.0
19;100;0.2136817395832085;2.0
19;125;0.2516823842495139;1.0
19;125;0.2548059957743812;2.0
19;150;0.2665895441443184;1.0
19;150;0.2701172400600154;2.0
19;182;0.359745411679045;1.0
19;182;0.3451108524920454;2.0
19;200;0.3284219364304771;1.0
19;200;0.3210856747445484;2.0
19;250;0.4131710057604607;1.0
19;250;0.4024951879256262;2.0
19;300;0.4277802304048977;1.0
19;300;0.410295844345977;2.0
19;330;0.4260608191644748;1.0
19;330;0.402993003927755;2.0
19;365;0.4254579102738617;1.0
19;365;0.4082506829503288;2.0
19;550;0.4420165583353603;1.0
19;550;0.4308517111761194;2.0
19;640;0.446158201430159;1.0
19;640;0.4283598843185833;2.0
19;730;0.4681799018693393;1.0
19;730;0.4493123002907788;2.0
19;1000;0.4605499460512642;1.0
19;1000;0.4472382399252433;2.0
19;1500;0.4604427985365247;1.0
19;1500;0.446993402202724;2.0
19;2000;0.4758290261770238;1.0
19;2000;0.4635402286340518;2.0
19;2250;0.4750769474979179;1.0
19;2250;0.4559492989359328;2.0
19;3000;0.5018182502877142;1.0
19;3000;0.480196072439711;2.0
19;3182;0.4979303052903883;1.0
19;3182;0.4766358890879691;2.0
19;3652;0.4932405849300914;1.0
19;3652;0.4699589938324995;2.0
33;1;0.0;3.0
33;1;0.0;2.0
33;1;0.0;6.0
33;1;0.0;7.0
33;1;0.0;8.0
33;1;0.0;9.0
33;2;0.002018266583456;3.0
33;2;0.0028055158001391;2.0
33;2;0.0021696318585008;6.0
33;2;0.0024822141967547;7.0
33;2;0.003327302311581;8.0
33;2;0.0022826169439025;9.0
33;7;0.0158513354869977;3.0
33;7;0.0274390846980751;2.0
33;7;0.0131758162594608;6.0
33;7;0.0077755379352878;7.0
33;7;0.0153309023791771;8.0
33;7;0.0160269418129041;9.0
33;15;0.0247473709961087;3.0
33;15;0.0552197068628702;2.0
33;15;0.0224717410951619;6.0
33;15;0.0129426656830962;7.0
33;15;0.0255553718564104;8.0
33;15;0.0271635681685724;9.0
33;21;0.032045776451773;3.0
33;21;0.0586534581822768;2.0
33;21;0.0276353371010799;6.0
33;21;0.0150211817890918;7.0
33;21;0.0276990739083603;8.0
33;21;0.0307501825173861;9.0
33;30;0.0429242156019268;3.0
33;30;0.0843838997550839;2.0
33;30;0.0369606031592713;6.0
33;30;0.019899778640195;7.0
33;30;0.0379180863690924;8.0
33;30;0.0414419683528203;9.0
33;45;0.0717676023180196;3.0
33;45;0.1105549850121277;2.0
33;45;0.052420244748887;6.0
33;45;0.0278625858696003;7.0
33;45;0.0526645659536264;8.0
33;45;0.0581665498197563;9.0
33;50;0.002018266583456;3.0
33;50;0.0028055158001391;2.0
33;50;0.0021696318585008;6.0
33;50;0.0024822141967547;7.0
33;50;0.003327302311581;8.0
33;50;0.0022826169439025;9.0
33;60;0.095045016702822;3.0
33;60;0.157434749974176;2.0
33;60;0.068160608766446;6.0
33;60;0.034052606059481;7.0
33;60;0.071928127993006;8.0
33;60;0.0775125351492195;9.0
33;75;0.1123193720876739;3.0
33;75;0.1787479796283509;2.0
33;75;0.0791755754076025;6.0
33;75;0.0388106590135119;7.0
33;75;0.0857502198430965;8.0
33;75;0.0907282722362354;9.0
33;90;0.002018266583456;3.0
33;90;0.0028055158001391;2.0
33;90;0.0021696318585008;6.0
33;90;0.0024822141967547;7.0
33;90;0.003327302311581;8.0
33;90;0.0022826169439025;9.0
33;100;0.1459502773655634;3.0
33;100;0.2324227886800477;2.0
33;100;0.1002146895502733;6.0
33;100;0.0509830959635363;7.0
33;100;0.1057185264838229;8.0
33;100;0.1141914675988398;9.0
33;125;0.2158527480966787;3.0
33;125;0.2902614155436568;2.0
33;125;0.1285749047586938;6.0
33;125;0.060092280024347;7.0
33;125;0.1412393220902128;8.0
33;125;0.1601208778607172;9.0
33;150;0.2303694728419782;3.0
33;150;0.3099218769580117;2.0
33;150;0.1453904115694858;6.0
33;150;0.0667210803070287;7.0
33;150;0.178259600022877;8.0
33;150;0.197287520247795;9.0
33;182;0.002018266583456;3.0
33;182;0.0028055158001391;2.0
33;182;0.0021696318585008;6.0
33;182;0.0024822141967547;7.0
33;182;0.003327302311581;8.0
33;182;0.0022826169439025;9.0
33;200;0.2990901927693485;3.0
33;200;0.3427154327562211;2.0
33;200;0.1643449442264981;6.0
33;200;0.0786449400582282;7.0
33;200;0.2158977458757691;8.0
33;200;0.2441395795724711;9.0
33;250;0.002018266583456;3.0
33;250;0.0028055158001391;2.0
33;250;0.0021696318585008;6.0
33;250;0.0024822141967547;7.0
33;250;0.003327302311581;8.0
33;250;0.0022826169439025;9.0
33;300;0.4145186801349949;3.0
33;300;0.4286504099498518;2.0
33;300;0.215814664623751;6.0
33;300;0.0943827017558551;7.0
33;300;0.3391916178761274;8.0
33;300;0.3550347127917189;9.0
33;330;0.4125445638484535;3.0
33;330;0.4230562965257203;2.0
33;330;0.2114448558669554;6.0
33;330;0.0941289567936033;7.0
33;330;0.3162396199206224;8.0
33;330;0.3315547560628523;9.0
33;365;0.4336311874394405;3.0
33;365;0.4379233684103368;2.0
33;365;0.2155664319531962;6.0
33;365;0.0940651214389879;7.0
33;365;0.336860259786334;8.0
33;365;0.3457010977578436;9.0
33;550;0.5116456175423326;3.0
33;550;0.4642900120897787;2.0
33;550;0.2462068981151915;6.0
33;550;0.0986162111416833;7.0
33;550;0.4748785774073499;8.0
33;550;0.4507474972011685;9.0
33;640;0.535145302974108;3.0
33;640;0.4603353432385647;2.0
33;640;0.2383364893118902;6.0
33;640;0.0999367057770983;7.0
33;640;0.4470926985828792;8.0
33;640;0.457790973622347;9.0
33;730;0.5663059644102506;3.0
33;730;0.4715741092291864;2.0
33;730;0.250502530456502;6.0
33;730;0.1022949628701073;7.0
33;730;0.5048953281477985;8.0
33;730;0.5081771591771534;9.0
33;1000;0.5700895387111587;3.0
33;1000;0.469601184684606;2.0
33;1000;0.2498986187289738;6.0
33;1000;0.0999961898535157;7.0
33;1000;0.4863285383482355;8.0
33;1000;0.5017133921143911;9.0
33;1500;0.002018266583456;3.0
33;1500;0.0028055158001391;2.0
33;1500;0.0021696318585008;6.0
33;1500;0.0024822141967547;7.0
33;1500;0.003327302311581;8.0
33;1500;0.0022826169439025;9.0
33;2000;0.6773140388836626;3.0
33;2000;0.4964859182758135;2.0
33;2000;0.2776025727523746;6.0
33;2000;0.1085214024355861;7.0
33;2000;0.6820666472658603;8.0
33;2000;0.628616927821856;9.0
33;2250;0.6169534512497968;3.0
33;2250;0.4900750902077624;2.0
33;2250;0.2718279991944925;6.0
33;2250;0.1090708417017051;7.0
33;2250;0.6444865441286269;8.0
33;2250;0.5977686907842579;9.0
33;3000;0.002018266583456;3.0
33;3000;0.0028055158001391;2.0
33;3000;0.0021696318585008;6.0
33;3000;0.0024822141967547;7.0
33;3000;0.003327302311581;8.0
33;3000;0.0022826169439025;9.0
33;3182;0.6895633049562712;3.0
33;3182;0.503924013609809;2.0
33;3182;0.2886437210840942;6.0
33;3182;0.1162645973610799;7.0
33;3182;0.7296284432874173;8.0
33;3182;0.6598407310685352;9.0
33;3652;0.002018266583456;3.0
33;3652;0.0028055158001391;2.0
33;3652;0.0021696318585008;6.0
33;3652;0.0024822141967547;7.0
33;3652;0.003327302311581;8.0
33;3652;0.0022826169439025;9.0
35;1;0.0;1.0
35;1;0.0;2.0
35;1;0.0;7.0
35;1;0.0;6.0
35;1;0.0;5.0
35;1;0.0;4.0
35;1;0.0;8.0
35;1;0.0;9.0
35;1;0.0;12.0
35;1;0.0;11.0
35;1;0.0;13.0
35;2;0.0087335063560318;1.0
35;2;0.0040163836076323;2.0
35;2;0.0031987985053853;7.0
35;2;0.0028531623903825;6.0
35;2;0.0029212378202128;5.0
35;2;0.0031140558186317;4.0
35;2;0.0055401589824067;8.0
35;2;0.002497158839842;9.0
35;2;0.0048374832153588;12.0
35;2;0.0018299947701747;11.0
35;2;0.0024637179505075;13.0
35;7;0.0440806712830395;1.0
35;7;0.0183145916957657;2.0
35;7;0.012919901517453;7.0
35;7;0.0114315193476664;6.0
35;7;0.0118953834654631;5.0
35;7;0.0126962701803336;4.0
35;7;0.0220042841097064;8.0
35;7;0.0088445460548075;9.0
35;7;0.0232766313293;12.0
35;7;0.0065034214457522;11.0
35;7;0.0096694133059402;13.0
35;15; 0.003631852999613589;7.0
35;15; 0.002726176735553213;6.0
35;15; 0.0018106717849554357;5.0
35;15; 0.0010399296135287478;4.0
35;15; 0.0036062255865010433;8.0
35;15; 0.0031028964881321995;9.0
35;15; 0.0030016882065456844;12.0
35;15; 0.002382762207432187;11.0
35;15; 0.0026145668813968414;13.0
35;21;0.1019159509225509;1.0
35;21;0.0365975187162584;2.0
35;21;0.0267931743849261;7.0
35;21;0.0252563708736318;6.0
35;21;0.0238973991352615;5.0
35;21;0.0258816755897173;4.0
35;21;0.0477527307473084;8.0
35;21;0.0193698112904562;9.0
35;21;0.0393932034831166;12.0
35;21;0.0138990913934564;11.0
35;21;0.0194546336119536;13.0
35;30;0.1502014192380236;1.0
35;30;0.0452533395230253;2.0
35;30;0.0365060346672665;7.0
35;30;0.0342316904238335;6.0
35;30;0.0325120344590474;5.0
35;30;0.0351576050633185;4.0
35;30;0.0641604967373154;8.0
35;30;0.0252357890430049;9.0
35;30;0.0559281700269176;12.0
35;30;0.0183078511618471;11.0
35;30;0.0263597846723194;13.0
35;45;0.2330802986144609;1.0
35;45;0.0624863955259259;2.0
35;45;0.050492992503075;7.0
35;45;0.0472917966805855;6.0
35;45;0.0474726178355239;5.0
35;45;0.0471036131913243;4.0
35;45;0.0894760337485817;8.0
35;45;0.0328883188616343;9.0
35;45;0.0891788237073929;12.0
35;45;0.0242753863178454;11.0
35;45;0.0369647320394886;13.0
35;50; 0.0023704869407504695;2.0
35;50; 0.003631852999613589;7.0
35;50; 0.002726176735553213;6.0
35;50; 0.0018106717849554357;5.0
35;50; 0.0010399296135287478;4.0
35;50; 0.0036062255865010433;8.0
35;50; 0.0031028964881321995;9.0
35;50; 0.0030016882065456844;12.0
35;50; 0.002382762207432187;11.0
35;50; 0.0026145668813968414;13.0
35;60; 0.0023704869407504695;2.0
35;60; 0.003631852999613589;7.0
35;60; 0.002726176735553213;6.0
35;60; 0.0018106717849554357;5.0
35;60; 0.0010399296135287478;4.0
35;60; 0.0036062255865010433;8.0
35;60; 0.0031028964881321995;9.0
35;60; 0.0030016882065456844;12.0
35;60; 0.002382762207432187;11.0
35;60; 0.0026145668813968414;13.0
35;75;0.0938522525667275;2.0
35;75;0.0732589228339428;7.0
35;75;0.066067661253137;6.0
35;75;0.0688579447184236;5.0
35;75;0.066298569421861;4.0
35;75;0.1284125803181464;8.0
35;75;0.0428452059520987;9.0
35;75;0.1513140476987338;12.0
35;75;0.0315442989473933;11.0
35;75;0.0526833858022802;13.0
35;90;0.1254603657736729;2.0
35;90;0.08827861240102;7.0
35;90;0.0773572991303985;6.0
35;90;0.0862621248744049;5.0
35;90;0.0813713179051091;4.0
35;90;0.1574924495483183;8.0
35;90;0.0489208359766;9.0
35;90;0.205651067122906;12.0
35;90;0.036544170049638;11.0
35;90;0.0664451143125573;13.0
35;100;0.1160037002695373;2.0
35;100;0.0900544503781347;7.0
35;100;0.0799947120880664;6.0
35;100;0.0854998669450237;5.0
35;100;0.0800622965505314;4.0
35;100;0.153731697097408;8.0
35;100;0.0506876094442863;9.0
35;100;0.1965513626589649;12.0
35;100;0.0378644348518429;11.0
35;100;0.0648432604269677;13.0
35;125;0.1536309795844723;2.0
35;125;0.1066925210846656;7.0
35;125;0.0924879200946996;6.0
35;125;0.1054690830047317;5.0
35;125;0.0967837991127325;4.0
35;125;0.1911174979732708;8.0
35;125;0.0579205242123104;9.0
35;125;0.2738154156789139;12.0
35;125;0.0434175107546881;11.0
35;125;0.0829199589571235;13.0
35;150;0.1906337069883289;2.0
35;150;0.1206412479323658;7.0
35;150;0.0961888230816185;6.0
35;150;0.1130747345453216;5.0
35;150;0.1111983718022843;4.0
35;150;0.1996224972029465;8.0
35;150;0.0602899492103736;9.0
35;150;0.342806076358315;12.0
35;150;0.0457727246411898;11.0
35;150;0.0953292437109935;13.0
35;182; 0.0023704869407504695;2.0
35;182; 0.003631852999613589;7.0
35;182; 0.002726176735553213;6.0
35;182; 0.0018106717849554357;5.0
35;182; 0.0010399296135287478;4.0
35;182; 0.0036062255865010433;8.0
35;182; 0.0031028964881321995;9.0
35;182; 0.0030016882065456844;12.0
35;182; 0.002382762207432187;11.0
35;182; 0.0026145668813968414;13.0
35;200;0.2470555070451554;2.0
35;200;0.1347332525486246;7.0
35;200;0.1063619909060312;6.0
35;200;0.1274772543031384;5.0
35;200;0.1289075974588563;4.0
35;200;0.2239945817862875;8.0
35;200;0.0667560116370259;9.0
35;200;0.4174477933188253;12.0
35;200;0.0505433552479659;11.0
35;200;0.1078980956286593;13.0
35;250; 0.0023704869407504695;2.0
35;250; 0.003631852999613589;7.0
35;250; 0.002726176735553213;6.0
35;250; 0.0018106717849554357;5.0
35;250; 0.0010399296135287478;4.0
35;250; 0.0036062255865010433;8.0
35;250; 0.0031028964881321995;9.0
35;250; 0.0030016882065456844;12.0
35;250; 0.002382762207432187;11.0
35;250; 0.0026145668813968414;13.0
35;300;0.3823695917227627;2.0
35;300;0.1957178411628249;7.0
35;300;0.126728327268919;6.0
35;300;0.1638446325872133;5.0
35;300;0.1716688452410998;4.0
35;300;0.2769582127389934;8.0
35;300;0.0789398564031542;9.0
35;300;0.5719522381527831;12.0
35;300;0.0611936997089357;11.0
35;300;0.1496918443261539;13.0
35;330; 0.0023704869407504695;2.0
35;330; 0.003631852999613589;7.0
35;330; 0.002726176735553213;6.0
35;330; 0.0018106717849554357;5.0
35;330; 0.0010399296135287478;4.0
35;330; 0.0036062255865010433;8.0
35;330; 0.0031028964881321995;9.0
35;330; 0.0030016882065456844;12.0
35;330; 0.002382762207432187;11.0
35;330; 0.0026145668813968414;13.0
35;365;0.3354194644468199;2.0
35;365;0.1887013125316086;7.0
35;365;0.1273314119849048;6.0
35;365;0.1680150677179108;5.0
35;365;0.1732266538130741;4.0
35;365;0.2890753593228852;8.0
35;365;0.0795270086854965;9.0
35;365;0.5988163462371279;12.0
35;365;0.0627550165659134;11.0
35;365;0.148802697767409;13.0
35;550;0.4625606432651817;2.0
35;550;0.2294726408636112;7.0
35;550;0.1361764055230967;6.0
35;550;0.1911323154205088;5.0
35;550;0.2291566655570981;4.0
35;550;0.311477387868966;8.0
35;550;0.0871779496032075;9.0
35;550;0.841542193326434;12.0
35;550;0.0701940164436042;11.0
35;550;0.1800179085689022;13.0
35;640;0.4502737552205135;2.0
35;640;0.227208624922797;7.0
35;640;0.1339530170678982;6.0
35;640;0.1804369891771386;5.0
35;640;0.2079758203508772;4.0
35;640;0.2991918465216628;8.0
35;640;0.0827699747896388;9.0
35;640;0.7499299151339032;12.0
35;640;0.0661409197603685;11.0
35;640;0.1831386955949692;13.0
35;730; 0.0023704869407504695;2.0
35;730; 0.003631852999613589;7.0
35;730; 0.002726176735553213;6.0
35;730; 0.0018106717849554357;5.0
35;730; 0.0010399296135287478;4.0
35;730; 0.0036062255865010433;8.0
35;730; 0.0031028964881321995;9.0
35;730; 0.0030016882065456844;12.0
35;730; 0.002382762207432187;11.0
35;730; 0.0026145668813968414;13.0
35;1000; 0.0023704869407504695;2.0
35;1000; 0.003631852999613589;7.0
35;1000; 0.002726176735553213;6.0
35;1000; 0.0018106717849554357;5.0
35;1000; 0.0010399296135287478;4.0
35;1000; 0.0036062255865010433;8.0
35;1000; 0.0031028964881321995;9.0
35;1000; 0.0030016882065456844;12.0
35;1000; 0.002382762207432187;11.0
35;1000; 0.0026145668813968414;13.0
35;1500;0.6012777114547392;2.0
35;1500;0.2710559435957326;7.0
35;1500;0.1476228017028877;6.0
35;1500;0.2011132977279936;5.0
35;1500;0.2580930104937128;4.0
35;1500;0.3392633613355791;8.0
35;1500;0.0910136232437264;9.0
35;1500;0.9728083818217128;12.0
35;1500;0.0747944480750771;11.0
35;1500;0.2050103781207045;13.0
35;2000;0.5777310568837786;2.0
35;2000;0.3062154077566746;7.0
35;2000;0.1517046884544776;6.0
35;2000;0.2148189417496627;5.0
35;2000;0.2878425727911263;4.0
35;2000;0.3526583046343134;8.0
35;2000;0.0947952259781376;9.0
35;2000;1.096986811723758;12.0
35;2000;0.0789119509845617;11.0
35;2000;0.2386431438244184;13.0
35;2250;0.6243158686050069;2.0
35;2250;0.3260453009983243;7.0
35;2250;0.1489056460708554;6.0
35;2250;0.2010721878231124;5.0
35;2250;0.2696068228459495;4.0
35;2250;0.3382365052161899;8.0
35;2250;0.0917914172348194;9.0
35;2250;0.9723329137432694;12.0
35;2250;0.0754449817802358;11.0
35;2250;0.2201697797157202;13.0
35;3000;0.6568707661905514;2.0
35;3000;0.3581903819033027;7.0
35;3000;0.1554735011052462;6.0
35;3000;0.2097931748877454;5.0
35;3000;0.2914571599793096;4.0
35;3000;0.3560434913315308;8.0
35;3000;0.0962444009974252;9.0
35;3000;1.063271831337815;12.0
35;3000;0.0798060545472268;11.0
35;3000;0.2751799286652618;13.0
35;3182; 0.0023704869407504695;2.0
35;3182; 0.003631852999613589;7.0
35;3182; 0.002726176735553213;6.0
35;3182; 0.0018106717849554357;5.0
35;3182; 0.0010399296135287478;4.0
35;3182; 0.0036062255865010433;8.0
35;3182; 0.0031028964881321995;9.0
35;3182; 0.0030016882065456844;12.0
35;3182; 0.002382762207432187;11.0
35;3182; 0.0026145668813968414;13.0
35;3652; 0.0023704869407504695;2.0
35;3652; 0.003631852999613589;7.0
35;3652; 0.002726176735553213;6.0
35;3652; 0.0018106717849554357;5.0
35;3652; 0.0010399296135287478;4.0
35;3652; 0.0036062255865010433;8.0
35;3652; 0.0031028964881321995;9.0
35;3652; 0.0030016882065456844;12.0
35;3652; 0.002382762207432187;11.0
35;3652; 0.0026145668813968414;13.0
37;1;0.0;1.0
37;1;0.0;3.0
37;1;0.0;2.0
37;1;0.0;4.0
37;1;0.0;5.0
37;1;0.0;7.0
37;1;0.0;12.0
37;1;0.0;6.0
37;1;0.0;8.0
37;1;0.0;9.0
37;2;0.0042208166675517;3.0
37;2;0.0041421631469509;2.0
37;2;0.0027671458027591;4.0
37;2;0.0036933165705427;5.0
37;2;0.0041050618367547;7.0
37;2;0.0032572954467453;12.0
37;2;0.0017319587049557;6.0
37;2;0.0020163246968066;8.0
37;2;0.0023949653226803;9.0
37;7;0.0191768163750198;3.0
37;7;0.0185666163269423;2.0
37;7;0.0120761144508212;4.0
37;7;0.0163502344189411;5.0
37;7;0.0183739655392415;7.0
37;7;0.0119831461906685;12.0
37;7;0.0065871572000917;6.0
37;7;0.0094556236569648;8.0
37;7;0.0099480243634804;9.0
37;15;0.0312940723888076;3.0
37;15;0.026022387994166;2.0
37;15;0.0198972533204489;4.0
37;15;0.0275725083150779;5.0
37;15;0.029614146922381;7.0
37;15;0.0201762443787078;12.0
37;15;0.0111300983965332;6.0
37;15;0.0148905034569452;8.0
37;15;0.0170437626829166;9.0
37;21;0.0345679473535351;3.0
37;21;0.0309199614015968;2.0
37;21;0.0243584146307395;4.0
37;21;0.033495868685626;5.0
37;21;0.0352965268548235;7.0
37;21;0.0260942663583034;12.0
37;21;0.0132863162343328;6.0
37;21;0.0178350835621994;8.0
37;21;0.0214493230599796;9.0
37;30;0.0438076057251904;3.0
37;30;0.0412643172482057;2.0
37;30;0.0332896530520414;4.0
37;30;0.0461235585630376;5.0
37;30;0.0460388261395875;7.0
37;30;0.0345111738904163;12.0
37;30;0.0173966106601116;6.0
37;30;0.0230705923600542;8.0
37;30;0.0310650710676055;9.0
37;45;0.0619575996526412;3.0
37;45;0.0700138141503935;2.0
37;45;0.0499843372563487;4.0
37;45;0.0680284036114708;5.0
37;45;0.0680881422988015;7.0
37;45;0.0451829596843539;12.0
37;45;0.024016499747154;6.0
37;45;0.0318892697816669;8.0
37;45;0.0454319057201496;9.0
37;50;0.0672296203009229;3.0
37;50;0.0811011376576233;2.0
