Site;SubCatch;Rate;H Error
2;1.0;1;0.0
2;1.0;2;0.0035488748873556
2;1.0;7;0.0145161857993225
2;1.0;30;0.0378764562954786
2;1.0;90;0.0911190426180191
2;1.0;182;0.1630634463828472
2;1.0;365;0.1863834863359162
2;1.0;730;0.2274710823432675
2;1.0;3652;0.2944728821628192
2;2.0;1;0.0
2;2.0;2;0.0085532176410027
2;2.0;7;0.0388064007461574
2;2.0;30;0.1097975769701021
2;2.0;90;0.4080204731085328
2;2.0;182;0.722698011235125
2;2.0;365;1.033131646842377
2;2.0;730;1.4662195155842974
2;2.0;3652;1.860914612865921
2;3.0;1;0.0
2;3.0;2;0.0057052392540187
2;3.0;7;0.0253595592597897
2;3.0;30;0.0729474621042251
2;3.0;90;0.1941473333641155
2;3.0;182;0.3459715819987425
2;3.0;365;0.4195839138732413
2;3.0;730;0.5512057261581222
2;3.0;3652;0.6427955651558246
2;4.0;1;0.0
2;4.0;2;0.0006750431919812
2;4.0;7;0.0022975173499961
2;4.0;30;0.0058053961345371
2;4.0;90;0.0122141928311769
2;4.0;182;0.0203637825739111
2;4.0;365;0.0224072389338543
2;4.0;730;0.0246410342984375
2;4.0;3652;0.0268670842602532
13;1.0;1;0.0
13;1.0;2;0.00219076618775
13;1.0;7;0.0078209552446462
13;1.0;30;0.0209638745757345
13;1.0;90;0.0446745249151832
13;1.0;182;0.0700795822606453
13;1.0;365;0.0762418458720259
13;1.0;730;0.0843606725548013
13;1.0;3652;0.0952641511758487
13;3.0;1;0.0
13;3.0;2;0.0023793258262669
13;3.0;7;0.0088185243328303
13;3.0;30;0.0239195253296196
13;3.0;90;0.058760667827268
13;3.0;182;0.1015729504797356
13;3.0;365;0.1135743998005379
13;3.0;730;0.1260533660017292
13;3.0;3652;0.1376238017189955
18;4.0;1;0.0
18;4.0;2;0.0016343316961933
18;4.0;7;0.005121275722781
18;4.0;30;0.013022431319224
18;4.0;90;0.0274766933281444
18;4.0;182;0.0455999859724022
18;4.0;365;0.0481160170316837
18;4.0;730;0.0497953805544372
18;4.0;3652;0.0515095706017609
19;1.0;1;0.0
19;1.0;2;0.0073289447235448
19;1.0;7;0.0317318278262551
19;1.0;30;0.085848031856365
19;1.0;90;0.1988494275781533
19;1.0;182;0.359745411679045
19;1.0;365;0.4254579102738617
19;1.0;730;0.4681799018693393
19;1.0;3652;0.4932405849300914
19;2.0;1;0.0
19;2.0;2;0.0071558985505027
19;2.0;7;0.0309267692467264
19;2.0;30;0.087639745106709
19;2.0;90;0.205911826402876
19;2.0;182;0.3451108524920454
19;2.0;365;0.4082506829503288
19;2.0;730;0.4493123002907788
19;2.0;3652;0.4699589938324995
33;3.0;1;0.0
33;3.0;2;0.002018266583456
33;3.0;7;0.0158513354869977
33;3.0;30;0.0429242156019268
33;3.0;90;0.002018266583456
33;3.0;182;0.002018266583456
33;3.0;365;0.4336311874394405
33;3.0;730;0.5663059644102506
33;3.0;3652;0.002018266583456
33;2.0;1;0.0
33;2.0;2;0.0028055158001391
33;2.0;7;0.0274390846980751
33;2.0;30;0.0843838997550839
33;2.0;90;0.0028055158001391
33;2.0;182;0.0028055158001391
33;2.0;365;0.4379233684103368
33;2.0;730;0.4715741092291864
33;2.0;3652;0.0028055158001391
33;6.0;1;0.0
33;6.0;2;0.0021696318585008
33;6.0;7;0.0131758162594608
33;6.0;30;0.0369606031592713
33;6.0;90;0.0021696318585008
33;6.0;182;0.0021696318585008
33;6.0;365;0.2155664319531962
33;6.0;730;0.250502530456502
33;6.0;3652;0.0021696318585008
33;7.0;1;0.0
33;7.0;2;0.0024822141967547
33;7.0;7;0.0077755379352878
33;7.0;30;0.019899778640195
33;7.0;90;0.0024822141967547
33;7.0;182;0.0024822141967547
33;7.0;365;0.0940651214389879
33;7.0;730;0.1022949628701073
33;7.0;3652;0.0024822141967547
33;8.0;1;0.0
33;8.0;2;0.003327302311581
33;8.0;7;0.0153309023791771
33;8.0;30;0.0379180863690924
33;8.0;90;0.003327302311581
33;8.0;182;0.003327302311581
33;8.0;365;0.336860259786334
33;8.0;730;0.5048953281477985
33;8.0;3652;0.003327302311581
33;9.0;1;0.0
33;9.0;2;0.0022826169439025
33;9.0;7;0.0160269418129041
33;9.0;30;0.0414419683528203
33;9.0;90;0.0022826169439025
33;9.0;182;0.0022826169439025
33;9.0;365;0.3457010977578436
33;9.0;730;0.5081771591771534
33;9.0;3652;0.0022826169439025
35;7.0;1;0.0
35;7.0;2;0.0031987985053853
35;7.0;7;0.012919901517453
35;7.0;30;0.0365060346672665
35;7.0;90;0.08827861240102
35;7.0;182;0.0036318529996135
35;7.0;365;0.1887013125316086
35;7.0;730;0.0036318529996135
35;7.0;3652;0.0036318529996135
35;6.0;1;0.0
35;6.0;2;0.0028531623903825
35;6.0;7;0.0114315193476664
35;6.0;30;0.0342316904238335
35;6.0;90;0.0773572991303985
35;6.0;182;0.0027261767355532
35;6.0;365;0.1273314119849048
35;6.0;730;0.0027261767355532
35;6.0;3652;0.0027261767355532
35;5.0;1;0.0
35;5.0;2;0.0029212378202128
35;5.0;7;0.0118953834654631
35;5.0;30;0.0325120344590474
35;5.0;90;0.0862621248744049
35;5.0;182;0.0018106717849554
35;5.0;365;0.1680150677179108
35;5.0;730;0.0018106717849554
35;5.0;3652;0.0018106717849554
35;4.0;1;0.0
35;4.0;2;0.0031140558186317
35;4.0;7;0.0126962701803336
35;4.0;30;0.0351576050633185
35;4.0;90;0.0813713179051091
35;4.0;182;0.0010399296135287
35;4.0;365;0.1732266538130741
35;4.0;730;0.0010399296135287
35;4.0;3652;0.0010399296135287
35;8.0;1;0.0
35;8.0;2;0.0055401589824067
35;8.0;7;0.0220042841097064
35;8.0;30;0.0641604967373154
35;8.0;90;0.1574924495483183
35;8.0;182;0.003606225586501
35;8.0;365;0.2890753593228852
35;8.0;730;0.003606225586501
35;8.0;3652;0.003606225586501
35;9.0;1;0.0
35;9.0;2;0.002497158839842
35;9.0;7;0.0088445460548075
35;9.0;30;0.0252357890430049
35;9.0;90;0.0489208359766
35;9.0;182;0.0031028964881321
35;9.0;365;0.0795270086854965
35;9.0;730;0.0031028964881321
35;9.0;3652;0.0031028964881321
35;12.0;1;0.0
35;12.0;2;0.0048374832153588
35;12.0;7;0.0232766313293
35;12.0;30;0.0559281700269176
35;12.0;90;0.205651067122906
35;12.0;182;0.0030016882065456
35;12.0;365;0.5988163462371279
35;12.0;730;0.0030016882065456
35;12.0;3652;0.0030016882065456
35;11.0;1;0.0
35;11.0;2;0.0018299947701747
35;11.0;7;0.0065034214457522
35;11.0;30;0.0183078511618471
35;11.0;90;0.036544170049638
35;11.0;182;0.0023827622074321
35;11.0;365;0.0627550165659134
35;11.0;730;0.0023827622074321
35;11.0;3652;0.0023827622074321
35;13.0;1;0.0
35;13.0;2;0.0024637179505075
35;13.0;7;0.0096694133059402
35;13.0;30;0.0263597846723194
35;13.0;90;0.0664451143125573
35;13.0;182;0.0026145668813968
35;13.0;365;0.148802697767409
35;13.0;730;0.0026145668813968
35;13.0;3652;0.0026145668813968
37;3.0;1;0.0
37;3.0;2;0.0042208166675517
37;3.0;7;0.0191768163750198
37;3.0;30;0.0438076057251904
37;3.0;90;0.1327850566058465
37;3.0;182;0.3046425959992441
37;3.0;365;0.00312831315743
37;3.0;730;0.5357710546874161
37;3.0;3652;0.00312831315743
37;2.0;1;0.0
37;2.0;2;0.0041421631469509
37;2.0;7;0.0185666163269423
37;2.0;30;0.0412643172482057
37;2.0;90;0.1521723189481406
37;2.0;182;0.3077776392385274
37;2.0;365;5.670955180098917e-05
37;2.0;730;0.8350114315482111
37;2.0;3652;5.670955180098917e-05
37;4.0;1;0.0
37;4.0;2;0.0027671458027591
37;4.0;7;0.0120761144508212
37;4.0;30;0.0332896530520414
37;4.0;90;0.0950779398507464
37;4.0;182;0.1570918753689669
37;4.0;365;0.0022449047761575
37;4.0;730;0.2262658111375849
37;4.0;3652;0.0022449047761575
37;5.0;1;0.0
37;5.0;2;0.0036933165705427
37;5.0;7;0.0163502344189411
37;5.0;30;0.0461235585630376
37;5.0;90;0.1201495621242839
37;5.0;182;0.2152104302365829
37;5.0;365;0.0018901407783915
37;5.0;730;0.2498343773610825
37;5.0;3652;0.0018901407783915
37;7.0;1;0.0
37;7.0;2;0.0041050618367547
37;7.0;7;0.0183739655392415
37;7.0;30;0.0460388261395875
37;7.0;90;0.1274080188470145
37;7.0;182;0.2536399824301198
37;7.0;365;0.0025834888028498
37;7.0;730;0.3614071482030483
37;7.0;3652;0.0025834888028498
37;12.0;1;0.0
37;12.0;2;0.0032572954467453
37;12.0;7;0.0119831461906685
37;12.0;30;0.0345111738904163
37;12.0;90;0.0639416155171171
37;12.0;182;0.0836926516504312
37;12.0;365;0.0024270924541165
37;12.0;730;0.0887751518357118
37;12.0;3652;0.0024270924541165
37;6.0;1;0.0
37;6.0;2;0.0017319587049557
37;6.0;7;0.0065871572000917
37;6.0;30;0.0173966106601116
37;6.0;90;0.0403317259768416
37;6.0;182;0.0686957433069524
37;6.0;365;0.002053357430413
37;6.0;730;0.0807126314498678
37;6.0;3652;0.002053357430413
37;8.0;1;0.0
37;8.0;2;0.0020163246968066
37;8.0;7;0.0094556236569648
37;8.0;30;0.0230705923600542
37;8.0;90;0.0547660488393959
37;8.0;182;0.1110115936258895
37;8.0;365;6.227427565503887e-05
37;8.0;730;0.1722479587761677
37;8.0;3652;6.227427565503887e-05
37;9.0;1;0.0
37;9.0;2;0.0023949653226803
37;9.0;7;0.0099480243634804
37;9.0;30;0.0310650710676055
37;9.0;90;0.0851915672180355
37;9.0;182;0.1528367970968075
37;9.0;365;0.0020697018210069
37;9.0;730;0.2181481666904194
37;9.0;3652;0.0020697018210069
38;1.0;1;0.0
38;1.0;2;0.0043245708065314
38;1.0;7;0.0199121598652865
38;1.0;30;0.0021469341056394
38;1.0;90;0.1624151745273434
38;1.0;182;0.3108797863741226
38;1.0;365;0.0021469341056394
38;1.0;730;0.0021469341056394
38;1.0;3652;0.0021469341056394
38;2.0;1;0.0
38;2.0;2;0.0047130041838266
38;2.0;7;0.0230208995710137
38;2.0;30;0.002712617335012
38;2.0;90;0.169955258501963
38;2.0;182;0.3580396680889587
38;2.0;365;0.002712617335012
38;2.0;730;0.002712617335012
38;2.0;3652;0.002712617335012
38;9.0;1;0.0
38;9.0;2;0.002143384352977
38;9.0;7;0.008581509127943
38;9.0;30;5.258197308384026e-05
38;9.0;90;0.0485096707170933
38;9.0;182;0.0746576975442947
38;9.0;365;5.258197308384026e-05
38;9.0;730;5.258197308384026e-05
38;9.0;3652;5.258197308384026e-05
38;3.0;1;0.0
38;3.0;2;0.0066687622083071
38;3.0;7;0.0326604035328864
38;3.0;30;0.0021037011591758
38;3.0;90;0.2393593888622028
38;3.0;182;0.518275283521403
38;3.0;365;0.0021037011591758
38;3.0;730;0.0021037011591758
38;3.0;3652;0.0021037011591758
38;5.0;1;0.0
38;5.0;2;0.0030507580111962
38;5.0;7;0.0126711251460026
38;5.0;30;0.0029197750948896
38;5.0;90;0.0822597009309457
38;5.0;182;0.1816653060011675
38;5.0;365;0.0029197750948896
38;5.0;730;0.0029197750948896
38;5.0;3652;0.0029197750948896
38;6.0;1;0.0
38;6.0;2;0.0039622299882982
38;6.0;7;0.0172407983129397
38;6.0;30;0.0041158674944011
38;6.0;90;0.1157690166150479
38;6.0;182;0.2513486875081058
38;6.0;365;0.0041158674944011
38;6.0;730;0.0041158674944011
38;6.0;3652;0.0041158674944011
38;7.0;1;0.0
38;7.0;2;0.0020037375140996
38;7.0;7;0.0076484253818778
38;7.0;30;0.0023906171799806
38;7.0;90;0.043472953459382
38;7.0;182;0.0762470399852402
38;7.0;365;0.0023906171799806
38;7.0;730;0.0023906171799806
38;7.0;3652;0.0023906171799806
38;8.0;1;0.0
38;8.0;2;0.0060534256641725
38;8.0;7;0.0280618828590263
38;8.0;30;0.0056645364398641
38;8.0;90;0.212110610176092
38;8.0;182;0.497427410431519
38;8.0;365;0.0056645364398641
38;8.0;730;0.0056645364398641
38;8.0;3652;0.0056645364398641
39;2.0;1;0.0
39;2.0;2;0.0060689724806875
39;2.0;7;0.0294799814692098
39;2.0;30;0.0782750438302397
39;2.0;90;0.2627346586657113
39;2.0;182;0.0020502687752442
39;2.0;365;0.6809773972335589
39;2.0;730;0.0020502687752442
39;2.0;3652;1.0645647306087875
39;3.0;1;0.0
39;3.0;2;0.0030109019404276
39;3.0;7;0.0142638483699564
39;3.0;30;0.0386553909417834
39;3.0;90;0.1234922044240667
39;3.0;182;0.0022115400202595
39;3.0;365;0.3062111071553264
39;3.0;730;0.0022115400202595
39;3.0;3652;0.4927067722691531
39;5.0;1;0.0
39;5.0;2;0.0039619713336447
39;5.0;7;0.0175307908731938
39;5.0;30;0.0489691198819128
39;5.0;90;0.1224012568391638
39;5.0;182;0.0026740309056195
39;5.0;365;0.2287345847888473
39;5.0;730;0.0026740309056195
39;5.0;3652;0.2693293248052867
39;4.0;1;0.0
39;4.0;2;0.0051726260258397
39;4.0;7;0.022883333370144
39;4.0;30;0.0518588443308156
39;4.0;90;0.1293810150574369
39;4.0;182;0.0029559590424926
39;4.0;365;0.2837152939986176
39;4.0;730;0.0029559590424926
39;4.0;3652;0.3493891637918348
39;8.0;1;0.0
39;8.0;2;0.002562376066268
39;8.0;7;0.0105696932684804
39;8.0;30;0.0278671324771454
39;8.0;90;0.0699042375726936
39;8.0;182;0.0025472575157468
39;8.0;365;0.1377643888636448
39;8.0;730;0.0025472575157468
39;8.0;3652;0.163505155913793
39;9.0;1;0.0
39;9.0;2;0.0050130456115152
39;9.0;7;0.0240249037142589
39;9.0;30;0.0596922334792388
39;9.0;90;0.1841705984304439
39;9.0;182;0.0036824139923373
39;9.0;365;0.5549172843832204
39;9.0;730;0.0036824139923373
39;9.0;3652;1.024999425545973
39;7.0;1;0.0
39;7.0;2;0.0027264817329799
39;7.0;7;0.0116952266373218
39;7.0;30;0.0288261342524241
39;7.0;90;0.0768233564627772
39;7.0;182;7.55271525315221e-05
39;7.0;365;0.1936686341835029
39;7.0;730;7.55271525315221e-05
39;7.0;3652;0.2748143102003789
