Site;Rate;H Error
33.0;182.0;0.243639917125156
33.0;200.0;0.2137045390213378
33.0;250.0;0.2788571545835907
33.0;300.0;0.2971380468361322
33.0;330.0;0.2888860461984013
33.0;365.0;0.2988345977101699
33.0;550.0;0.3709537354994052
33.0;640.0;0.3672435428821451
33.0;730.0;0.3988701153652205
33.0;1000.0;0.3945315051834098
33.0;1500.0;0.4195912648359121
33.0;2000.0;0.4874184265291154
33.0;2250.0;0.4567170714699287
33.0;3000.0;0.491936038911057
33.0;3182.0;0.5070312489561873
33.0;3652.0;0.4797595042936473
34.0;1.0;0.0
34.0;2.0;0.0030450834259872
34.0;7.0;0.0137516295629559
34.0;15.0;0.022950861632821
34.0;21.0;0.0268149573120477
34.0;30.0;0.0356613495864519
34.0;45.0;0.0511505597725216
34.0;50.0;0.0537318768910132
34.0;60.0;0.0658071027509337
34.0;75.0;0.0770726028253791
34.0;90.0;0.0984405181149963
34.0;100.0;0.1002651646059584
34.0;125.0;0.1308767774210405
34.0;150.0;0.1550971362739176
34.0;182.0;0.1832445983285604
34.0;200.0;0.1893135780349215
34.0;250.0;0.2418013632330024
34.0;300.0;0.2729057016011036
34.0;330.0;0.2669222984597389
34.0;365.0;0.2621040283951086
34.0;550.0;0.3384340410672251
34.0;640.0;0.3346576224129636
34.0;730.0;0.355663993396453
34.0;1000.0;0.3092060804549335
34.0;1500.0;0.3460493507175998
34.0;2000.0;0.3921739325158385
34.0;2250.0;0.3964960346546652
34.0;3000.0;0.4483957592032417
34.0;3182.0;0.4968335607540979
34.0;3652.0;0.4900823957736004
35.0;1.0;0.0
35.0;2.0;0.0030150998516777
35.0;7.0;0.0122944199633192
35.0;15.0;0.0230316859801791
35.0;21.0;0.0255404168677591
35.0;30.0;0.0344786821053063
35.0;45.0;0.0484200798651262
35.0;50.0;0.0555007422713936
35.0;60.0;0.0660714971273418
35.0;75.0;0.0707028091865892
35.0;90.0;0.0876112394231312
35.0;100.0;0.0865994287879163
35.0;125.0;0.1075713150229671
35.0;150.0;0.1232765825593965
35.0;182.0;0.1740524426540218
35.0;200.0;0.1425453391171053
35.0;250.0;0.1938739037871224
35.0;300.0;0.1991260690750544
35.0;330.0;0.2032436745335011
35.0;365.0;0.1972895515165861
35.0;550.0;0.2520475953530158
35.0;640.0;0.2383776832134741
35.0;730.0;0.2540830157672634
35.0;1000.0;0.249318814240316
35.0;1500.0;0.2946667935642514
35.0;2000.0;0.3188449852174971
35.0;2250.0;0.3112178708275124
35.0;3000.0;0.3417637485007946
35.0;3182.0;0.3316379467925299
35.0;3652.0;0.3256955769693263
36.0;1.0;0.0
36.0;2.0;0.0041477821556602
36.0;7.0;0.0163242379349407
36.0;15.0;0.0281764710721063
36.0;21.0;0.0363539501027774
36.0;30.0;0.0484083443734509
36.0;45.0;0.065707049576468
36.0;50.0;0.0706133670777197
36.0;60.0;0.0793584215889096
36.0;75.0;0.0876074408060902
36.0;90.0;0.1001962627481541
36.0;100.0;0.1049310988670034
36.0;125.0;0.1188660405270367
36.0;150.0;0.1238804854217491
36.0;182.0;0.1496283967553798
36.0;200.0;0.1366595355336042
36.0;250.0;0.1598570553145478
36.0;300.0;0.1593859148935719
36.0;330.0;0.1566815627369454
36.0;365.0;0.1606547501487652
36.0;550.0;0.1703033570928835
36.0;640.0;0.1660024836737323
36.0;730.0;0.1727490235539486
36.0;1000.0;0.1720808049522263
36.0;1500.0;0.1783745503567768
36.0;2000.0;0.1864814967531395
36.0;2250.0;0.182513000750454
36.0;3000.0;0.1915369233474588
36.0;3182.0;0.1914211564714566
36.0;3652.0;0.1884272277762894
37.0;1.0;0.0
37.0;2.0;0.0034454562167019
37.0;7.0;0.0152138705644832
37.0;15.0;0.0248660567779455
37.0;21.0;0.029578566786274
37.0;30.0;0.0394969698851695
37.0;45.0;0.0581916458836006
37.0;50.0;0.062372122186074
37.0;60.0;0.0758494110374667
37.0;75.0;0.0958461612281562
37.0;90.0;0.1114575241594785
37.0;100.0;0.126039238823344
37.0;125.0;0.14229980878787
37.0;150.0;0.1694557411960618
37.0;182.0;0.2231279764018179
37.0;200.0;0.208681873782916
37.0;250.0;0.2763213165164743
37.0;300.0;0.3009438190846457
37.0;330.0;0.2974270224730503
37.0;365.0;0.2960903368872288
37.0;550.0;0.361072045610872
37.0;640.0;0.3286342999737359
37.0;730.0;0.3711123585971357
37.0;1000.0;0.3559219557888317
37.0;1500.0;0.4195126175074085
37.0;2000.0;0.4682299437590177
37.0;2250.0;0.4569029929966743
37.0;3000.0;0.5343150065340878
37.0;3182.0;0.5137065840340518
37.0;3652.0;0.4709797239873509
38.0;1.0;0.0
38.0;2.0;0.0041310812822955
38.0;7.0;0.019255197752788
38.0;15.0;0.0275102074894388
38.0;21.0;0.0318611202136169
38.0;30.0;0.0428125125321804
38.0;45.0;0.0611136724533046
38.0;50.0;0.0791755330451257
38.0;60.0;0.0957839325874865
38.0;75.0;0.0924771036771506
38.0;90.0;0.1441359683284515
38.0;100.0;0.1446935047127692
38.0;125.0;0.1925499566025992
38.0;150.0;0.2215455779637587
38.0;182.0;0.3034412647146567
38.0;200.0;0.2743772317785841
38.0;250.0;0.3568271380054061
38.0;300.0;0.314312248314229
38.0;330.0;0.3791471412542033
38.0;365.0;0.312323538153097
38.0;550.0;0.4569271428998532
38.0;640.0;0.4535679256262827
38.0;730.0;0.4029567250142793
38.0;1000.0;0.3945681686049876
38.0;1500.0;0.4292984459303209
38.0;2000.0;0.4700569546310736
38.0;2250.0;0.4474585509219294
38.0;3000.0;0.5688058958763823
38.0;3182.0;0.5610838077195025
38.0;3652.0;0.4739786851375064
39.0;1.0;0.0
39.0;2.0;0.0036235430408403
39.0;7.0;0.0161892052900673
39.0;15.0;0.0273479157861836
39.0;21.0;0.0483860984444181
39.0;30.0;0.0432201535817663
39.0;45.0;0.0915026195775676
39.0;50.0;0.095787164673581
39.0;60.0;0.1150031708194384
39.0;75.0;0.0928985356050626
39.0;90.0;0.1176146941951108
39.0;100.0;0.1731899959473021
39.0;125.0;0.1505600280990012
39.0;150.0;0.171206405175004
39.0;182.0;0.3502231781933118
39.0;200.0;0.2011985534705886
39.0;250.0;0.255240031220943
39.0;300.0;0.2811122957284334
39.0;330.0;0.4436945786316124
39.0;365.0;0.2747909453320587
39.0;550.0;0.3541957285224685
39.0;640.0;0.3261866848289149
39.0;730.0;0.5481952196428936
39.0;1000.0;0.5360203574641056
39.0;1500.0;0.3875265332994223
39.0;2000.0;0.611117801437369
39.0;2250.0;0.3961814910264707
39.0;3000.0;0.6650172243613716
39.0;3182.0;0.4343085274601766
39.0;3652.0;0.4264685377717446
40.0;1.0;0.0
40.0;2.0;0.003034250146316
40.0;7.0;0.0143076677573523
40.0;15.0;0.0254760862396516
40.0;21.0;0.0306352836763016
40.0;30.0;0.0411244731421169
40.0;45.0;0.0600603996563517
40.0;50.0;0.0623957690587385
40.0;60.0;0.0771454095902698
40.0;75.0;0.0915449071313726
40.0;90.0;0.1179490734963104
40.0;100.0;0.1147804518325268
40.0;125.0;0.1575137777328985
40.0;150.0;0.1829201960884411
40.0;182.0;0.2454250363499599
40.0;200.0;0.223511339644417
40.0;250.0;0.2901118589403257
40.0;300.0;0.321734829558839
40.0;330.0;0.3162281086844177
40.0;365.0;0.3143904125786824
40.0;550.0;0.4007957254441606
40.0;640.0;0.391757018500582
40.0;730.0;0.421672843588407
40.0;1000.0;0.4162968309827358
40.0;1500.0;0.464035397148283
40.0;2000.0;0.5073971032096721
40.0;2250.0;0.4862338362250459
40.0;3000.0;0.5379686353782757
40.0;3182.0;0.5384616831388584
40.0;3652.0;0.5296106224938766
