Site;SubCatch;Rate;H Error;Slope;Elevation;LC;SAR;Area
2;1.0;1;0.0;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;2;0.0035488748873556;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;7;0.0145161857993225;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;15;0.0238461433740375;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;21;0.0283809332059858;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;30;0.0378764562954786;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;45;0.0535243962933258;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;50;0.0580842318211802;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;60;0.0672762843754803;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;75;0.0747725524933576;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;90;0.0911190426180191;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;100;0.0971536388509971;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;125;0.1160861207969284;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;150;0.1261572186090801;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;182;0.1630634463828472;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;200;0.150892803627373;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;250;0.1805837478490918;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;300;0.1928280983634314;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;330;0.1861021579631532;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;365;0.1863834863359162;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;550;0.2225834358610914;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;640;8.77913671378386e-10;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;730;0.2274710823432675;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;1000;0.2241029011693989;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;1500;0.2625660628474502;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;2000;0.2723840547978873;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;2250;0.2765792134092664;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;3000;0.2983163781220735;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;3182;0.2995772167679857;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;1.0;3652;0.2944728821628192;2.035973072052;29.1599807739258;769.298090574272;1.00043380260468;9635625
2;2.0;1;0.0;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;2;0.0085532176410027;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;7;0.0388064007461574;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;15;0.0492584830962717;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;21;0.0749512864846498;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;30;0.1097975769701021;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;45;0.1817363260506319;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;50;0.2036009632129824;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;60;0.230774773135439;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;75;0.300047929570935;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;90;0.4080204731085328;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;100;0.3469880680134733;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;125;0.4892089109358473;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;150;0.6294340575507982;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;182;0.722698011235125;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;200;0.7314887502798982;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;250;0.905393210876912;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;300;0.9532114296473978;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;330;0.9527411635283104;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;365;1.033131646842377;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;550;1.5166607078865335;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;640;8.77913671378386e-10;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;730;1.4662195155842974;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;1000;1.4209121799358335;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;1500;1.6686065630821163;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;2000;1.864144516207427;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;2250;1.6776367546733295;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;3000;1.822544982937894;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;3182;1.8907755331189544;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;2.0;3652;1.860914612865921;2.36130428314209;16.7749691009521;855.355613547343;1.00091433525085;4539375
2;3.0;1;0.0;2.44796347618103;27.6563262939453;672.323890208827;1.00101029872894;2250000
2;3.0;2;0.0057052392540187;2.44796347618103;27.6563262939453;672.323890208827;1.00101029872894;2250000
2;3.0;7;0.0253595592597897;2.44796347618103;27.6563262939453;672.323890208827;1.00101029872894;2250000
2;3.0;15;0.0380864854160618;2.44796347618103;27.6563262939453;672.323890208827;1.00101029872894;2250000
2;3.0;21;0.0507590995742646;2.44796347618103;27.6563262939453;672.323890208827;1.00101029872894;2250000
2;3.0;30;0.0729474621042251;2.44796347618103;27.6563262939453;672.323890208827;1.00101029872894;2250000
2;3.0;45;0.0986918961916636;2.44796347618103;27.6563262939453;672.323890208827;1.00101029872894;2250000
2;3.0;50;0.1120493341801114;2.44796347618103;27.6563262939453;672.323890208827;1.00101029872894;2250000
2;3.0;60;0.1373087880932955;2.44796347618103;27.6563262939453;672.323890208827;1.00101029872894;2250000
2;3.0;75;0.1573385831500441;2.44796347618103;27.6563262939453;672.323890208827;1.00101029872894;2250000
2;3.0;90;0.1941473333641155;2.44796347618103;27.6563262939453;672.323890208827;1.00101029872894;2250000
