Site;Rate;H Error;Satured Zone Area;Vulnerability Sum;Vulnerability Rate;Global Area of site (in cells)
16.0;200.0;0.1472520048747115;5243;5258.6906540019645;0.193733077438917;27144
16.0;250.0;0.1853370885227453;5243;5258.6906540019645;0.193733077438917;27144
16.0;300.0;0.1950362037691826;5243;5258.6906540019645;0.193733077438917;27144
16.0;330.0;0.1923197640242285;5243;5258.6906540019645;0.193733077438917;27144
16.0;365.0;0.2097726621222561;5243;5258.6906540019645;0.193733077438917;27144
16.0;550.0;0.242791000598593;5243;5258.6906540019645;0.193733077438917;27144
16.0;640.0;0.2362747524701068;5243;5258.6906540019645;0.193733077438917;27144
16.0;730.0;0.2551800239400359;5243;5258.6906540019645;0.193733077438917;27144
16.0;1000.0;0.2542675470863599;5243;5258.6906540019645;0.193733077438917;27144
16.0;1500.0;0.2763248056884269;5243;5258.6906540019645;0.193733077438917;27144
16.0;2000.0;0.3300881135131431;5243;5258.6906540019645;0.193733077438917;27144
16.0;2250.0;0.2830557734189099;5243;5258.6906540019645;0.193733077438917;27144
16.0;3000.0;0.3076541208229284;5243;5258.6906540019645;0.193733077438917;27144
16.0;3182.0;0.318566605216342;5243;5258.6906540019645;0.193733077438917;27144
16.0;3652.0;0.3146286910434445;5243;5258.6906540019645;0.193733077438917;27144
17.0;1.0;0.0;1528;1534.9696842304736;0.089580956185029;17135
17.0;2.0;0.0036195277470909;1528;1534.9696842304736;0.089580956185029;17135
17.0;7.0;0.0154406150457085;1528;1534.9696842304736;0.089580956185029;17135
17.0;15.0;0.0249713462213946;1528;1534.9696842304736;0.089580956185029;17135
17.0;21.0;0.0305220198069751;1528;1534.9696842304736;0.089580956185029;17135
17.0;30.0;0.0413325160789286;1528;1534.9696842304736;0.089580956185029;17135
17.0;45.0;0.0588386845126401;1528;1534.9696842304736;0.089580956185029;17135
17.0;50.0;0.064206476630692;1528;1534.9696842304736;0.089580956185029;17135
17.0;60.0;0.076728299538617;1528;1534.9696842304736;0.089580956185029;17135
17.0;75.0;0.086416666848223;1528;1534.9696842304736;0.089580956185029;17135
17.0;90.0;0.1067295865950587;1528;1534.9696842304736;0.089580956185029;17135
17.0;100.0;0.1097283449180419;1528;1534.9696842304736;0.089580956185029;17135
17.0;125.0;0.1360395383093257;1528;1534.9696842304736;0.089580956185029;17135
17.0;150.0;0.1530052158717392;1528;1534.9696842304736;0.089580956185029;17135
17.0;182.0;0.1967703504900904;1528;1534.9696842304736;0.089580956185029;17135
17.0;200.0;0.1794890293048382;1528;1534.9696842304736;0.089580956185029;17135
17.0;250.0;0.2208850390626014;1528;1534.9696842304736;0.089580956185029;17135
17.0;300.0;0.235479689088935;1528;1534.9696842304736;0.089580956185029;17135
17.0;330.0;0.2338981332650584;1528;1534.9696842304736;0.089580956185029;17135
17.0;365.0;0.2335533325873067;1528;1534.9696842304736;0.089580956185029;17135
17.0;550.0;0.2797390910506027;1528;1534.9696842304736;0.089580956185029;17135
17.0;640.0;0.272474435430279;1528;1534.9696842304736;0.089580956185029;17135
17.0;730.0;0.2945531520453903;1528;1534.9696842304736;0.089580956185029;17135
17.0;1000.0;0.2879497458239944;1528;1534.9696842304736;0.089580956185029;17135
17.0;1500.0;0.3136293421166833;1528;1534.9696842304736;0.089580956185029;17135
17.0;2000.0;0.35737394615816;1528;1534.9696842304736;0.089580956185029;17135
17.0;2250.0;0.3393159415956775;1528;1534.9696842304736;0.089580956185029;17135
17.0;3000.0;0.385535287772176;1528;1534.9696842304736;0.089580956185029;17135
17.0;3182.0;0.3745541726439292;1528;1534.9696842304736;0.089580956185029;17135
17.0;3652.0;0.360705584925762;1528;1534.9696842304736;0.089580956185029;17135
18.0;1.0;0.0;258;262.2135056324064;0.0697005597109001;3762
18.0;2.0;0.0016343316961933;258;262.2135056324064;0.0697005597109001;3762
18.0;7.0;0.005121275722781;258;262.2135056324064;0.0697005597109001;3762
18.0;15.0;0.0083868069408391;258;262.2135056324064;0.0697005597109001;3762
18.0;21.0;0.0103401025068759;258;262.2135056324064;0.0697005597109001;3762
18.0;30.0;0.013022431319224;258;262.2135056324064;0.0697005597109001;3762
18.0;45.0;0.0176016239315654;258;262.2135056324064;0.0697005597109001;3762
18.0;50.0;0.0184301129076335;258;262.2135056324064;0.0697005597109001;3762
18.0;60.0;0.0207932237891045;258;262.2135056324064;0.0697005597109001;3762
18.0;75.0;0.0236715852474286;258;262.2135056324064;0.0697005597109001;3762
18.0;90.0;0.0274766933281444;258;262.2135056324064;0.0697005597109001;3762
18.0;100.0;0.0298563797653111;258;262.2135056324064;0.0697005597109001;3762
18.0;125.0;0.0342707370975021;258;262.2135056324064;0.0697005597109001;3762
18.0;150.0;0.0371139385256656;258;262.2135056324064;0.0697005597109001;3762
18.0;182.0;0.0455999859724022;258;262.2135056324064;0.0697005597109001;3762
18.0;200.0;0.0415799956325019;258;262.2135056324064;0.0697005597109001;3762
18.0;250.0;0.0465683986285258;258;262.2135056324064;0.0697005597109001;3762
18.0;300.0;0.0475726521968069;258;262.2135056324064;0.0697005597109001;3762
18.0;330.0;0.0475380767596782;258;262.2135056324064;0.0697005597109001;3762
18.0;365.0;0.0481160170316837;258;262.2135056324064;0.0697005597109001;3762
18.0;550.0;0.0489711306387264;258;262.2135056324064;0.0697005597109001;3762
18.0;640.0;0.0492713675456951;258;262.2135056324064;0.0697005597109001;3762
18.0;730.0;0.0497953805544372;258;262.2135056324064;0.0697005597109001;3762
18.0;1000.0;0.0496331938629077;258;262.2135056324064;0.0697005597109001;3762
18.0;1500.0;0.0507208499426089;258;262.2135056324064;0.0697005597109001;3762
18.0;2000.0;0.0510039715036726;258;262.2135056324064;0.0697005597109001;3762
18.0;2250.0;0.0509764643146258;258;262.2135056324064;0.0697005597109001;3762
18.0;3000.0;0.0517286126819821;258;262.2135056324064;0.0697005597109001;3762
18.0;3182.0;0.0517182968701426;258;262.2135056324064;0.0697005597109001;3762
18.0;3652.0;0.0515095706017609;258;262.2135056324064;0.0697005597109001;3762
19.0;1.0;0.0;1569;1626.5722882492114;0.1070535927503759;15194
19.0;2.0;0.0072548607901231;1569;1626.5722882492114;0.1070535927503759;15194
19.0;7.0;0.0313874267323508;1569;1626.5722882492114;0.1070535927503759;15194
19.0;15.0;0.0510183289905755;1569;1626.5722882492114;0.1070535927503759;15194
19.0;21.0;0.064328608386753;1569;1626.5722882492114;0.1070535927503759;15194
19.0;30.0;0.0866235149493999;1569;1626.5722882492114;0.1070535927503759;15194
19.0;45.0;0.1194574550329494;1569;1626.5722882492114;0.1070535927503759;15194
19.0;50.0;0.1313613472333877;1569;1626.5722882492114;0.1070535927503759;15194
19.0;60.0;0.152162987955307;1569;1626.5722882492114;0.1070535927503759;15194
19.0;75.0;0.1701765068900256;1569;1626.5722882492114;0.1070535927503759;15194
19.0;90.0;0.2019039969055668;1569;1626.5722882492114;0.1070535927503759;15194
19.0;100.0;0.2125258932220959;1569;1626.5722882492114;0.1070535927503759;15194
19.0;125.0;0.2530179111076082;1569;1626.5722882492114;0.1070535927503759;15194
19.0;150.0;0.2680949006101948;1569;1626.5722882492114;0.1070535927503759;15194
19.0;182.0;0.3536643637347382;1569;1626.5722882492114;0.1070535927503759;15194
19.0;200.0;0.3253392003698516;1569;1626.5722882492114;0.1070535927503759;15194
19.0;250.0;0.4087089639478045;1569;1626.5722882492114;0.1070535927503759;15194
19.0;300.0;0.4205444248703545;1569;1626.5722882492114;0.1070535927503759;15194
19.0;330.0;0.4166164199836191;1569;1626.5722882492114;0.1070535927503759;15194
19.0;365.0;0.4183549524657499;1569;1626.5722882492114;0.1070535927503759;15194
19.0;550.0;0.4374146158115595;1569;1626.5722882492114;0.1070535927503759;15194
19.0;640.0;0.4388664683208975;1569;1626.5722882492114;0.1070535927503759;15194
19.0;730.0;0.4604984753848192;1569;1626.5722882492114;0.1070535927503759;15194
19.0;1000.0;0.4550910862877314;1569;1626.5722882492114;0.1070535927503759;15194
19.0;1500.0;0.454996234122652;1569;1626.5722882492114;0.1070535927503759;15194
19.0;2000.0;0.4708378004954254;1569;1626.5722882492114;0.1070535927503759;15194
19.0;2250.0;0.4673914484169321;1569;1626.5722882492114;0.1070535927503759;15194
19.0;3000.0;0.4932030017023003;1569;1626.5722882492114;0.1070535927503759;15194
19.0;3182.0;0.4894907706392651;1569;1626.5722882492114;0.1070535927503759;15194
19.0;3652.0;0.4840729088696178;1569;1626.5722882492114;0.1070535927503759;15194
20.0;1.0;0.0;20338;20366.40839293909;0.4211677397882229;48357
20.0;2.0;0.0029849962343305;20338;20366.40839293909;0.4211677397882229;48357
20.0;7.0;0.012403614336042;20338;20366.40839293909;0.4211677397882229;48357
20.0;15.0;0.0199976907900657;20338;20366.40839293909;0.4211677397882229;48357
20.0;21.0;0.0266809929303389;20338;20366.40839293909;0.4211677397882229;48357
20.0;30.0;0.0363035232843364;20338;20366.40839293909;0.4211677397882229;48357
20.0;45.0;0.0508645338657776;20338;20366.40839293909;0.4211677397882229;48357
20.0;50.0;0.0583231261672882;20338;20366.40839293909;0.4211677397882229;48357
20.0;60.0;0.0690811583444499;20338;20366.40839293909;0.4211677397882229;48357
20.0;75.0;0.0760837005891203;20338;20366.40839293909;0.4211677397882229;48357
20.0;90.0;0.0939738204160915;20338;20366.40839293909;0.4211677397882229;48357
20.0;100.0;0.0910601462720121;20338;20366.40839293909;0.4211677397882229;48357
20.0;125.0;0.1129632440184654;20338;20366.40839293909;0.4211677397882229;48357
20.0;150.0;0.1261869534845578;20338;20366.40839293909;0.4211677397882229;48357
20.0;182.0;0.1580830569715796;20338;20366.40839293909;0.4211677397882229;48357
20.0;200.0;0.1464303890735892;20338;20366.40839293909;0.4211677397882229;48357
20.0;250.0;0.1880474462834642;20338;20366.40839293909;0.4211677397882229;48357
20.0;300.0;0.19100984953272;20338;20366.40839293909;0.4211677397882229;48357
20.0;330.0;0.1866694313133573;20338;20366.40839293909;0.4211677397882229;48357
20.0;365.0;0.1939241683831579;20338;20366.40839293909;0.4211677397882229;48357
20.0;550.0;0.2504052353129594;20338;20366.40839293909;0.4211677397882229;48357
20.0;640.0;0.2290606012687614;20338;20366.40839293909;0.4211677397882229;48357
20.0;730.0;0.2536156515933963;20338;20366.40839293909;0.4211677397882229;48357
20.0;1000.0;0.2498623681359068;20338;20366.40839293909;0.4211677397882229;48357
20.0;1500.0;0.285811688126033;20338;20366.40839293909;0.4211677397882229;48357
20.0;2000.0;0.3375213561863602;20338;20366.40839293909;0.4211677397882229;48357
20.0;2250.0;0.3112706111122935;20338;20366.40839293909;0.4211677397882229;48357
20.0;3000.0;0.3622974359695982;20338;20366.40839293909;0.4211677397882229;48357
20.0;3182.0;0.3570032360637205;20338;20366.40839293909;0.4211677397882229;48357
20.0;3652.0;0.3341612039576478;20338;20366.40839293909;0.4211677397882229;48357
21.0;1.0;0.0;358;368.7536084106853;0.0231077583914453;15958
21.0;2.0;0.0035131589647779;358;368.7536084106853;0.0231077583914453;15958
21.0;7.0;0.0149255446543165;358;368.7536084106853;0.0231077583914453;15958
21.0;15.0;0.0243226242378097;358;368.7536084106853;0.0231077583914453;15958
21.0;21.0;0.0283608617454513;358;368.7536084106853;0.0231077583914453;15958
21.0;30.0;0.0354389533967742;358;368.7536084106853;0.0231077583914453;15958
21.0;45.0;0.0529736742793725;358;368.7536084106853;0.0231077583914453;15958
21.0;50.0;0.055579902660981;358;368.7536084106853;0.0231077583914453;15958
21.0;60.0;0.0677394370248157;358;368.7536084106853;0.0231077583914453;15958
21.0;75.0;0.0773218887357087;358;368.7536084106853;0.0231077583914453;15958
21.0;90.0;0.0986127877393275;358;368.7536084106853;0.0231077583914453;15958
21.0;100.0;0.1013432341728302;358;368.7536084106853;0.0231077583914453;15958
21.0;125.0;0.1285652403262184;358;368.7536084106853;0.0231077583914453;15958
21.0;150.0;0.1388966970150257;358;368.7536084106853;0.0231077583914453;15958
21.0;182.0;0.2030774731975679;358;368.7536084106853;0.0231077583914453;15958
21.0;200.0;0.1702720223006308;358;368.7536084106853;0.0231077583914453;15958
21.0;250.0;0.2168390082605703;358;368.7536084106853;0.0231077583914453;15958
21.0;300.0;0.2539310456769126;358;368.7536084106853;0.0231077583914453;15958
21.0;330.0;0.2519273818353836;358;368.7536084106853;0.0231077583914453;15958
21.0;365.0;0.2486389168180759;358;368.7536084106853;0.0231077583914453;15958
21.0;550.0;0.3036894554861905;358;368.7536084106853;0.0231077583914453;15958
21.0;640.0;0.2742651042789552;358;368.7536084106853;0.0231077583914453;15958
21.0;730.0;0.3009557777986608;358;368.7536084106853;0.0231077583914453;15958
21.0;1000.0;0.3146841431668731;358;368.7536084106853;0.0231077583914453;15958
21.0;1500.0;0.3328016324883033;358;368.7536084106853;0.0231077583914453;15958
21.0;2000.0;0.3705378524160527;358;368.7536084106853;0.0231077583914453;15958
21.0;2250.0;0.3499416954327068;358;368.7536084106853;0.0231077583914453;15958
21.0;3000.0;0.3823169078104938;358;368.7536084106853;0.0231077583914453;15958
21.0;3182.0;0.3712760473567065;358;368.7536084106853;0.0231077583914453;15958
21.0;3652.0;0.359974227568413;358;368.7536084106853;0.0231077583914453;15958
22.0;1.0;0.0;635;645.0831063149186;0.0274456733455972;23504
22.0;2.0;0.0025623977304338;635;645.0831063149186;0.0274456733455972;23504
22.0;7.0;0.0102307056616175;635;645.0831063149186;0.0274456733455972;23504
22.0;15.0;0.016921841546297;635;645.0831063149186;0.0274456733455972;23504
22.0;21.0;0.0201106430556624;635;645.0831063149186;0.0274456733455972;23504
22.0;30.0;0.026952018249273;635;645.0831063149186;0.0274456733455972;23504
22.0;45.0;0.0376185748109791;635;645.0831063149186;0.0274456733455972;23504
22.0;50.0;0.0397303685938086;635;645.0831063149186;0.0274456733455972;23504
22.0;60.0;0.0645456550744625;635;645.0831063149186;0.0274456733455972;23504
22.0;75.0;0.0720847793771322;635;645.0831063149186;0.0274456733455972;23504
22.0;90.0;0.0665826349200478;635;645.0831063149186;0.0274456733455972;23504
22.0;100.0;0.0673529852309897;635;645.0831063149186;0.0274456733455972;23504
22.0;125.0;0.0860241819163684;635;645.0831063149186;0.0274456733455972;23504
22.0;150.0;0.0946198779296581;635;645.0831063149186;0.0274456733455972;23504
22.0;182.0;0.1331744246574456;635;645.0831063149186;0.0274456733455972;23504
22.0;200.0;0.1178298772147628;635;645.0831063149186;0.0274456733455972;23504
22.0;250.0;0.1498690356351099;635;645.0831063149186;0.0274456733455972;23504
22.0;300.0;0.1699413290044018;635;645.0831063149186;0.0274456733455972;23504
22.0;330.0;0.2351711410512106;635;645.0831063149186;0.0274456733455972;23504
22.0;365.0;0.159802943245865;635;645.0831063149186;0.0274456733455972;23504
22.0;550.0;0.2833658356427761;635;645.0831063149186;0.0274456733455972;23504
22.0;640.0;0.27816750247731;635;645.0831063149186;0.0274456733455972;23504
22.0;730.0;0.2160474341072332;635;645.0831063149186;0.0274456733455972;23504
22.0;1000.0;0.2073949032791446;635;645.0831063149186;0.0274456733455972;23504
22.0;1500.0;0.3418700834101231;635;645.0831063149186;0.0274456733455972;23504
22.0;2000.0;0.2548006747120773;635;645.0831063149186;0.0274456733455972;23504
22.0;2250.0;0.3656788075003077;635;645.0831063149186;0.0274456733455972;23504
22.0;3000.0;0.400594821190477;635;645.0831063149186;0.0274456733455972;23504
22.0;3182.0;0.4038267039116183;635;645.0831063149186;0.0274456733455972;23504
22.0;3652.0;0.2821658600269947;635;645.0831063149186;0.0274456733455972;23504
23.0;1.0;0.0;600;602.4443071011202;0.050710800261037;11880
23.0;2.0;0.0042627925995811;600;602.4443071011202;0.050710800261037;11880
23.0;7.0;0.0205161496721075;600;602.4443071011202;0.050710800261037;11880
23.0;15.0;0.0366402702589686;600;602.4443071011202;0.050710800261037;11880
23.0;21.0;0.0445573756027822;600;602.4443071011202;0.050710800261037;11880
23.0;30.0;0.0601751122032808;600;602.4443071011202;0.050710800261037;11880
23.0;45.0;0.0870957555825631;600;602.4443071011202;0.050710800261037;11880
23.0;50.0;0.0951034486697061;600;602.4443071011202;0.050710800261037;11880
23.0;60.0;0.1143484192257352;600;602.4443071011202;0.050710800261037;11880
23.0;75.0;0.1328327877448585;600;602.4443071011202;0.050710800261037;11880
23.0;90.0;0.1655578430692754;600;602.4443071011202;0.050710800261037;11880
23.0;100.0;0.1692249750174506;600;602.4443071011202;0.050710800261037;11880
23.0;125.0;0.2170686919201381;600;602.4443071011202;0.050710800261037;11880
23.0;150.0;0.243117417436837;600;602.4443071011202;0.050710800261037;11880
23.0;182.0;0.3272893303727391;600;602.4443071011202;0.050710800261037;11880
23.0;200.0;0.2981333691677334;600;602.4443071011202;0.050710800261037;11880
23.0;250.0;0.3699636187023971;600;602.4443071011202;0.050710800261037;11880
23.0;300.0;0.3957478401084085;600;602.4443071011202;0.050710800261037;11880
23.0;330.0;0.3784148785716359;600;602.4443071011202;0.050710800261037;11880
23.0;365.0;0.3934913033998186;600;602.4443071011202;0.050710800261037;11880
23.0;550.0;0.4397978830186538;600;602.4443071011202;0.050710800261037;11880
23.0;640.0;0.4522841375263631;600;602.4443071011202;0.050710800261037;11880
23.0;730.0;0.4658165624744712;600;602.4443071011202;0.050710800261037;11880
23.0;1000.0;0.4596070794110204;600;602.4443071011202;0.050710800261037;11880
23.0;1500.0;0.5225743206267676;600;602.4443071011202;0.050710800261037;11880
23.0;2000.0;0.5321775835022754;600;602.4443071011202;0.050710800261037;11880
23.0;2250.0;0.5234759703350885;600;602.4443071011202;0.050710800261037;11880
23.0;3000.0;0.5519193873047048;600;602.4443071011202;0.050710800261037;11880
23.0;3182.0;0.5612225193414344;600;602.4443071011202;0.050710800261037;11880
23.0;3652.0;0.5528061260026178;600;602.4443071011202;0.050710800261037;11880
24.0;1.0;0.0;1389;1390.4447820750363;0.2024526473609546;6868
24.0;2.0;0.0024067949762981;1389;1390.4447820750363;0.2024526473609546;6868
24.0;7.0;0.011770072135544;1389;1390.4447820750363;0.2024526473609546;6868
24.0;15.0;0.0171827109142819;1389;1390.4447820750363;0.2024526473609546;6868
24.0;21.0;0.0216848003655944;1389;1390.4447820750363;0.2024526473609546;6868
24.0;30.0;0.0306645078478985;1389;1390.4447820750363;0.2024526473609546;6868
24.0;45.0;0.049342016507786;1389;1390.4447820750363;0.2024526473609546;6868
24.0;50.0;0.0476411869047285;1389;1390.4447820750363;0.2024526473609546;6868
24.0;60.0;0.0641990374270417;1389;1390.4447820750363;0.2024526473609546;6868
24.0;75.0;0.0806796201739536;1389;1390.4447820750363;0.2024526473609546;6868
24.0;90.0;0.101023784559261;1389;1390.4447820750363;0.2024526473609546;6868
24.0;100.0;0.0984076944225218;1389;1390.4447820750363;0.2024526473609546;6868
24.0;125.0;0.1370918687630923;1389;1390.4447820750363;0.2024526473609546;6868
24.0;150.0;0.1870173308914518;1389;1390.4447820750363;0.2024526473609546;6868
24.0;182.0;0.260205628970361;1389;1390.4447820750363;0.2024526473609546;6868
24.0;200.0;0.2260160286056096;1389;1390.4447820750363;0.2024526473609546;6868
24.0;250.0;0.3043241962453844;1389;1390.4447820750363;0.2024526473609546;6868
24.0;300.0;0.3279873989598567;1389;1390.4447820750363;0.2024526473609546;6868
24.0;330.0;0.335085492532492;1389;1390.4447820750363;0.2024526473609546;6868
24.0;365.0;0.3600814737994693;1389;1390.4447820750363;0.2024526473609546;6868
24.0;550.0;0.527697964993193;1389;1390.4447820750363;0.2024526473609546;6868
24.0;640.0;0.4549438062668615;1389;1390.4447820750363;0.2024526473609546;6868
24.0;730.0;0.5264062859373333;1389;1390.4447820750363;0.2024526473609546;6868
24.0;1000.0;0.5098656441379303;1389;1390.4447820750363;0.2024526473609546;6868
24.0;1500.0;0.6107196505141047;1389;1390.4447820750363;0.2024526473609546;6868
24.0;2000.0;0.6928083210115885;1389;1390.4447820750363;0.2024526473609546;6868
24.0;2250.0;0.6180037592650658;1389;1390.4447820750363;0.2024526473609546;6868
24.0;3000.0;0.6679583225371815;1389;1390.4447820750363;0.2024526473609546;6868
24.0;3182.0;0.6947819002805077;1389;1390.4447820750363;0.2024526473609546;6868
24.0;3652.0;0.6827578327244789;1389;1390.4447820750363;0.2024526473609546;6868
25.0;1.0;0.0;6881;6904.806176761899;0.1519945006771572;45428
25.0;2.0;0.0027349948639427;6881;6904.806176761899;0.1519945006771572;45428
25.0;7.0;0.0113878859696152;6881;6904.806176761899;0.1519945006771572;45428
25.0;15.0;0.0187211426933887;6881;6904.806176761899;0.1519945006771572;45428
25.0;21.0;0.0215734968920435;6881;6904.806176761899;0.1519945006771572;45428
25.0;30.0;0.0289246948751953;6881;6904.806176761899;0.1519945006771572;45428
25.0;45.0;0.041102955397555;6881;6904.806176761899;0.1519945006771572;45428
25.0;50.0;0.0445306891466073;6881;6904.806176761899;0.1519945006771572;45428
25.0;60.0;0.0526636854739381;6881;6904.806176761899;0.1519945006771572;45428
25.0;75.0;0.0590759045912023;6881;6904.806176761899;0.1519945006771572;45428
25.0;90.0;0.0734978659430122;6881;6904.806176761899;0.1519945006771572;45428
25.0;100.0;0.0761329268533129;6881;6904.806176761899;0.1519945006771572;45428
25.0;125.0;0.0940222321495014;6881;6904.806176761899;0.1519945006771572;45428
25.0;150.0;0.1039403464286009;6881;6904.806176761899;0.1519945006771572;45428
25.0;182.0;0.137609810009888;6881;6904.806176761899;0.1519945006771572;45428
25.0;200.0;0.1231912692267878;6881;6904.806176761899;0.1519945006771572;45428
25.0;250.0;0.151227080936505;6881;6904.806176761899;0.1519945006771572;45428
25.0;300.0;0.1602705800677911;6881;6904.806176761899;0.1519945006771572;45428
25.0;330.0;0.1581435516270639;6881;6904.806176761899;0.1519945006771572;45428
25.0;365.0;0.1586114600447141;6881;6904.806176761899;0.1519945006771572;45428
25.0;550.0;0.1897797908787347;6881;6904.806176761899;0.1519945006771572;45428
25.0;640.0;0.1825449031886264;6881;6904.806176761899;0.1519945006771572;45428
25.0;730.0;0.1940339436318247;6881;6904.806176761899;0.1519945006771572;45428
25.0;1000.0;0.1915446575813428;6881;6904.806176761899;0.1519945006771572;45428
25.0;1500.0;0.2150830469147377;6881;6904.806176761899;0.1519945006771572;45428
25.0;2000.0;0.2322406320607259;6881;6904.806176761899;0.1519945006771572;45428
25.0;2250.0;0.2216632137866508;6881;6904.806176761899;0.1519945006771572;45428
25.0;3000.0;0.2433769089070131;6881;6904.806176761899;0.1519945006771572;45428
25.0;3182.0;0.2455237770335481;6881;6904.806176761899;0.1519945006771572;45428
25.0;3652.0;0.2399666736275057;6881;6904.806176761899;0.1519945006771572;45428
27.0;1.0;0.0;4447;4497.45338672613;0.0891980204027316;50421
27.0;2.0;0.0038632200348545;4447;4497.45338672613;0.0891980204027316;50421
27.0;7.0;0.0167692720000393;4447;4497.45338672613;0.0891980204027316;50421
27.0;15.0;0.0275266544684301;4447;4497.45338672613;0.0891980204027316;50421
27.0;21.0;0.0362406537893529;4447;4497.45338672613;0.0891980204027316;50421
27.0;30.0;0.0493077354091983;4447;4497.45338672613;0.0891980204027316;50421
27.0;45.0;0.0683608947944847;4447;4497.45338672613;0.0891980204027316;50421
27.0;50.0;0.0763259694301895;4447;4497.45338672613;0.0891980204027316;50421
27.0;60.0;0.089410937081037;4447;4497.45338672613;0.0891980204027316;50421
27.0;75.0;0.0972403971442618;4447;4497.45338672613;0.0891980204027316;50421
27.0;90.0;0.1184679900139628;4447;4497.45338672613;0.0891980204027316;50421
27.0;100.0;0.1170704444702755;4447;4497.45338672613;0.0891980204027316;50421
27.0;125.0;0.1392037433886855;4447;4497.45338672613;0.0891980204027316;50421
27.0;150.0;0.1561507283224121;4447;4497.45338672613;0.0891980204027316;50421
27.0;182.0;0.1933872963131468;4447;4497.45338672613;0.0891980204027316;50421
27.0;200.0;0.1839071074495252;4447;4497.45338672613;0.0891980204027316;50421
27.0;250.0;0.2239786653437967;4447;4497.45338672613;0.0891980204027316;50421
27.0;300.0;0.2303889564962237;4447;4497.45338672613;0.0891980204027316;50421
27.0;330.0;0.233469602468923;4447;4497.45338672613;0.0891980204027316;50421
27.0;365.0;0.2420824054153631;4447;4497.45338672613;0.0891980204027316;50421
27.0;550.0;0.3429126283555796;4447;4497.45338672613;0.0891980204027316;50421
27.0;640.0;0.2926432537380511;4447;4497.45338672613;0.0891980204027316;50421
27.0;730.0;0.3365885671267685;4447;4497.45338672613;0.0891980204027316;50421
27.0;1000.0;0.3257647024318906;4447;4497.45338672613;0.0891980204027316;50421
27.0;1500.0;0.3803679422019871;4447;4497.45338672613;0.0891980204027316;50421
27.0;2000.0;0.5110172962102574;4447;4497.45338672613;0.0891980204027316;50421
27.0;2250.0;0.4176733019529725;4447;4497.45338672613;0.0891980204027316;50421
27.0;3000.0;0.4866489497917478;4447;4497.45338672613;0.0891980204027316;50421
27.0;3182.0;0.4921911467050721;4447;4497.45338672613;0.0891980204027316;50421
27.0;3652.0;0.4808045723297416;4447;4497.45338672613;0.0891980204027316;50421
28.0;1.0;0.0;634;642.8226160394078;0.0664347474203604;9676
28.0;2.0;0.004606022446235;634;642.8226160394078;0.0664347474203604;9676
28.0;7.0;0.0195617896314203;634;642.8226160394078;0.0664347474203604;9676
28.0;15.0;0.0319885858032781;634;642.8226160394078;0.0664347474203604;9676
28.0;21.0;0.0410582607284802;634;642.8226160394078;0.0664347474203604;9676
28.0;30.0;0.056126814949097;634;642.8226160394078;0.0664347474203604;9676
28.0;45.0;0.0812657194593464;634;642.8226160394078;0.0664347474203604;9676
28.0;50.0;0.0912401650277275;634;642.8226160394078;0.0664347474203604;9676
28.0;60.0;0.1091863841584183;634;642.8226160394078;0.0664347474203604;9676
28.0;75.0;0.1233338082751952;634;642.8226160394078;0.0664347474203604;9676
28.0;90.0;0.1550749403945858;634;642.8226160394078;0.0664347474203604;9676
28.0;100.0;0.1474016199990776;634;642.8226160394078;0.0664347474203604;9676
28.0;125.0;0.188016198302009;634;642.8226160394078;0.0664347474203604;9676
28.0;150.0;0.2111010197976648;634;642.8226160394078;0.0664347474203604;9676
28.0;182.0;0.266160749072908;634;642.8226160394078;0.0664347474203604;9676
28.0;200.0;0.2436590372318573;634;642.8226160394078;0.0664347474203604;9676
28.0;250.0;0.325012835075598;634;642.8226160394078;0.0664347474203604;9676
28.0;300.0;0.3211969146190728;634;642.8226160394078;0.0664347474203604;9676
28.0;330.0;0.3125411958396453;634;642.8226160394078;0.0664347474203604;9676
28.0;365.0;0.3230017153258779;634;642.8226160394078;0.0664347474203604;9676
28.0;550.0;0.4052281190426907;634;642.8226160394078;0.0664347474203604;9676
28.0;640.0;0.3807789247855543;634;642.8226160394078;0.0664347474203604;9676
28.0;730.0;0.4079307738773825;634;642.8226160394078;0.0664347474203604;9676
28.0;1000.0;0.4219949440670697;634;642.8226160394078;0.0664347474203604;9676
28.0;1500.0;0.4576778845002039;634;642.8226160394078;0.0664347474203604;9676
28.0;2000.0;0.542576998774636;634;642.8226160394078;0.0664347474203604;9676
28.0;2250.0;0.4978136617306952;634;642.8226160394078;0.0664347474203604;9676
28.0;3000.0;0.5748957281211463;634;642.8226160394078;0.0664347474203604;9676
28.0;3182.0;0.5733813251570867;634;642.8226160394078;0.0664347474203604;9676
28.0;3652.0;0.5555097219092765;634;642.8226160394078;0.0664347474203604;9676
29.0;1.0;0.0;2781;2888.103638568655;0.1484123144177108;19460
29.0;2.0;0.0046567319144672;2781;2888.103638568655;0.1484123144177108;19460
29.0;7.0;0.017704189066114;2781;2888.103638568655;0.1484123144177108;19460
29.0;15.0;0.0295423507787042;2781;2888.103638568655;0.1484123144177108;19460
29.0;21.0;0.0361403481472102;2781;2888.103638568655;0.1484123144177108;19460
29.0;30.0;0.0532782227856177;2781;2888.103638568655;0.1484123144177108;19460
29.0;45.0;0.0733820123933489;2781;2888.103638568655;0.1484123144177108;19460
